"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Multnomah County, OR"	"41051"	"25-34 years"	"25-34"	"2011"	"2011"	36	139778	25.8
	"Multnomah County, OR"	"41051"	"35-44 years"	"35-44"	"2007"	"2007"	26	107397	24.2
	"Multnomah County, OR"	"41051"	"35-44 years"	"35-44"	"2008"	"2008"	32	109309	29.3
	"Multnomah County, OR"	"41051"	"35-44 years"	"35-44"	"2009"	"2009"	23	110806	20.8
	"Multnomah County, OR"	"41051"	"35-44 years"	"35-44"	"2010"	"2010"	18	112550	Unreliable
	"Multnomah County, OR"	"41051"	"35-44 years"	"35-44"	"2011"	"2011"	18	115620	Unreliable
	"Multnomah County, OR"	"41051"	"45-54 years"	"45-54"	"2007"	"2007"	44	101361	43.4
	"Multnomah County, OR"	"41051"	"45-54 years"	"45-54"	"2008"	"2008"	34	100571	33.8
	"Multnomah County, OR"	"41051"	"45-54 years"	"45-54"	"2009"	"2009"	32	100067	32.0
	"Multnomah County, OR"	"41051"	"45-54 years"	"45-54"	"2010"	"2010"	22	99199	22.2
	"Multnomah County, OR"	"41051"	"45-54 years"	"45-54"	"2011"	"2011"	27	98937	27.3
	"Multnomah County, OR"	"41051"	"55-64 years"	"55-64"	"2007"	"2007"	18	76638	Unreliable
	"Multnomah County, OR"	"41051"	"55-64 years"	"55-64"	"2008"	"2008"	12	80715	Unreliable
	"Multnomah County, OR"	"41051"	"55-64 years"	"55-64"	"2009"	"2009"	23	84900	27.1
	"Multnomah County, OR"	"41051"	"55-64 years"	"55-64"	"2010"	"2010"	18	87767	Unreliable
	"Multnomah County, OR"	"41051"	"55-64 years"	"55-64"	"2011"	"2011"	25	92038	27.2
	"Washington County, OR"	"41067"	"35-44 years"	"35-44"	"2009"	"2009"	13	80909	Unreliable
	"Washington County, OR"	"41067"	"45-54 years"	"45-54"	"2007"	"2007"	13	73153	Unreliable
	"Washington County, OR"	"41067"	"45-54 years"	"45-54"	"2011"	"2011"	11	75078	Unreliable
	"Allegheny County, PA"	"42003"	"15-24 years"	"15-24"	"2007"	"2007"	12	165766	Unreliable
	"Allegheny County, PA"	"42003"	"15-24 years"	"15-24"	"2008"	"2008"	28	167204	16.7
	"Allegheny County, PA"	"42003"	"15-24 years"	"15-24"	"2009"	"2009"	21	168513	12.5
	"Allegheny County, PA"	"42003"	"15-24 years"	"15-24"	"2010"	"2010"	16	168897	Unreliable
	"Allegheny County, PA"	"42003"	"15-24 years"	"15-24"	"2011"	"2011"	18	165960	Unreliable
	"Allegheny County, PA"	"42003"	"25-34 years"	"25-34"	"2007"	"2007"	31	148925	20.8
	"Allegheny County, PA"	"42003"	"25-34 years"	"25-34"	"2008"	"2008"	24	151340	15.9
	"Allegheny County, PA"	"42003"	"25-34 years"	"25-34"	"2009"	"2009"	32	155103	20.6
	"Allegheny County, PA"	"42003"	"25-34 years"	"25-34"	"2010"	"2010"	30	157549	19.0
	"Allegheny County, PA"	"42003"	"25-34 years"	"25-34"	"2011"	"2011"	54	165176	32.7
	"Allegheny County, PA"	"42003"	"35-44 years"	"35-44"	"2007"	"2007"	35	158704	22.1
	"Allegheny County, PA"	"42003"	"35-44 years"	"35-44"	"2008"	"2008"	40	153755	26.0
	"Allegheny County, PA"	"42003"	"35-44 years"	"35-44"	"2009"	"2009"	28	148942	18.8
	"Allegheny County, PA"	"42003"	"35-44 years"	"35-44"	"2010"	"2010"	41	145894	28.1
	"Allegheny County, PA"	"42003"	"35-44 years"	"35-44"	"2011"	"2011"	47	142947	32.9
	"Allegheny County, PA"	"42003"	"45-54 years"	"45-54"	"2007"	"2007"	58	193563	30.0
	"Allegheny County, PA"	"42003"	"45-54 years"	"45-54"	"2008"	"2008"	51	191727	26.6
	"Allegheny County, PA"	"42003"	"45-54 years"	"45-54"	"2009"	"2009"	50	189214	26.4
	"Allegheny County, PA"	"42003"	"45-54 years"	"45-54"	"2010"	"2010"	40	186865	21.4
	"Allegheny County, PA"	"42003"	"45-54 years"	"45-54"	"2011"	"2011"	55	182916	30.1
	"Allegheny County, PA"	"42003"	"55-64 years"	"55-64"	"2007"	"2007"	19	146724	Unreliable
	"Allegheny County, PA"	"42003"	"55-64 years"	"55-64"	"2008"	"2008"	13	151022	Unreliable
	"Allegheny County, PA"	"42003"	"55-64 years"	"55-64"	"2009"	"2009"	21	157062	13.4
	"Allegheny County, PA"	"42003"	"55-64 years"	"55-64"	"2010"	"2010"	21	162705	12.9
	"Allegheny County, PA"	"42003"	"55-64 years"	"55-64"	"2011"	"2011"	16	170708	Unreliable
	"Berks County, PA"	"42011"	"25-34 years"	"25-34"	"2011"	"2011"	13	46812	Unreliable
	"Berks County, PA"	"42011"	"35-44 years"	"35-44"	"2010"	"2010"	10	53903	Unreliable
	"Fayette County, PA"	"42051"	"25-34 years"	"25-34"	"2011"	"2011"	10	15166	Unreliable
	"Fayette County, PA"	"42051"	"35-44 years"	"35-44"	"2011"	"2011"	10	17343	Unreliable
	"Lackawanna County, PA"	"42069"	"25-34 years"	"25-34"	"2011"	"2011"	10	24768	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2009"	"2009"	11	95250	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2010"	"2010"	10	95171	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2011"	"2011"	12	95198	Unreliable
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2009"	"2009"	17	95531	Unreliable
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2010"	"2010"	21	96641	21.7
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2011"	"2011"	15	98512	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2009"	"2009"	14	110655	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2010"	"2010"	16	108884	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2011"	"2011"	10	106318	Unreliable
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2009"	"2009"	10	128174	Unreliable
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2010"	"2010"	14	128311	Unreliable
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2011"	"2011"	14	127503	Unreliable
	"Philadelphia County, PA"	"42101"	"35-44 years"	"35-44"	"2008"	"2008"	13	192075	Unreliable
	"Philadelphia County, PA"	"42101"	"45-54 years"	"45-54"	"2008"	"2008"	12	196737	Unreliable
	"Philadelphia County, PA"	"42101"	"45-54 years"	"45-54"	"2011"	"2011"	10	196213	Unreliable
	"Washington County, PA"	"42125"	"25-34 years"	"25-34"	"2010"	"2010"	11	20705	Unreliable
	"Washington County, PA"	"42125"	"45-54 years"	"45-54"	"2011"	"2011"	10	32789	Unreliable
	"Westmoreland County, PA"	"42129"	"25-34 years"	"25-34"	"2010"	"2010"	10	35676	Unreliable
	"Westmoreland County, PA"	"42129"	"35-44 years"	"35-44"	"2009"	"2009"	11	47290	Unreliable
	"Westmoreland County, PA"	"42129"	"45-54 years"	"45-54"	"2009"	"2009"	13	60622	Unreliable
	"Kent County, RI"	"44003"	"45-54 years"	"45-54"	"2011"	"2011"	11	27886	Unreliable
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2008"	"2008"	16	84528	Unreliable
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2010"	"2010"	14	83786	Unreliable
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2011"	"2011"	20	85321	23.4
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2007"	"2007"	15	89186	Unreliable
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2008"	"2008"	22	86474	25.4
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2009"	"2009"	20	84046	23.8
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2010"	"2010"	19	82506	Unreliable
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2011"	"2011"	18	80141	Unreliable
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2007"	"2007"	20	90186	22.2
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2008"	"2008"	22	90811	24.2
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2009"	"2009"	26	91077	28.5
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2010"	"2010"	27	91150	29.6
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2011"	"2011"	28	90219	31.0
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2008"	"2008"	13	65967	Unreliable
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2009"	"2009"	12	68340	Unreliable
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2011"	"2011"	17	73772	Unreliable
	"Charleston County, SC"	"45019"	"25-34 years"	"25-34"	"2010"	"2010"	10	55456	Unreliable
	"Greenville County, SC"	"45045"	"25-34 years"	"25-34"	"2011"	"2011"	11	62195	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2011"	"2011"	13	62912	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2007"	"2007"	16	61741	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2009"	"2009"	14	64483	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2010"	"2010"	12	65148	Unreliable
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2007"	"2007"	10	107569	Unreliable
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2010"	"2010"	13	113401	Unreliable
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2011"	"2011"	10	117120	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2007"	"2007"	13	86880	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2009"	"2009"	16	85944	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2010"	"2010"	10	85778	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2011"	"2011"	18	86151	Unreliable
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2007"	"2007"	14	83771	Unreliable
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2008"	"2008"	18	84592	Unreliable
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2009"	"2009"	22	84905	25.9
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2010"	"2010"	22	85139	25.8
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2011"	"2011"	24	84541	28.4
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2009"	"2009"	10	65107	Unreliable
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2010"	"2010"	12	67274	Unreliable
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2011"	"2011"	13	71180	Unreliable
	"Hamilton County, TN"	"47065"	"25-34 years"	"25-34"	"2011"	"2011"	12	44407	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2009"	"2009"	11	58471	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2010"	"2010"	15	59327	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2011"	"2011"	15	59184	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2007"	"2007"	18	58952	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2008"	"2008"	18	58783	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2009"	"2009"	12	57786	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2010"	"2010"	18	57385	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2011"	"2011"	13	56737	Unreliable
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2007"	"2007"	20	60810	32.9
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2008"	"2008"	24	61459	39.1
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2009"	"2009"	13	62039	Unreliable
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2010"	"2010"	29	62120	46.7
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2011"	"2011"	27	61550	43.9
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2007"	"2007"	11	47502	Unreliable
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2008"	"2008"	12	48988	Unreliable
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2009"	"2009"	10	50643	Unreliable
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2009"	"2009"	17	129094	Unreliable
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2011"	"2011"	18	131550	Unreliable
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2009"	"2009"	10	125954	Unreliable
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2010"	"2010"	16	124961	Unreliable
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2008"	"2008"	12	132946	Unreliable
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2009"	"2009"	17	132831	Unreliable
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2010"	"2010"	21	132868	15.8
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2011"	"2011"	13	131149	Unreliable
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2010"	"2010"	11	105675	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2007"	"2007"	10	254759	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2008"	"2008"	15	259188	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2009"	"2009"	21	263283	8.0
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2010"	"2010"	22	266115	8.3
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2011"	"2011"	38	269622	14.1
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2007"	"2007"	12	238234	Unreliable
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2008"	"2008"	20	243065	8.2
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2009"	"2009"	25	248190	10.1
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2010"	"2010"	39	253267	15.4
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2011"	"2011"	41	261813	15.7
	"Bexar County, TX"	"48029"	"35-44 years"	"35-44"	"2007"	"2007"	12	225242	Unreliable
	"Bexar County, TX"	"48029"	"35-44 years"	"35-44"	"2008"	"2008"	33	227489	14.5
	"Bexar County, TX"	"48029"	"35-44 years"	"35-44"	"2009"	"2009"	32	229008	14.0
	"Bexar County, TX"	"48029"	"35-44 years"	"35-44"	"2010"	"2010"	21	230754	9.1
	"Bexar County, TX"	"48029"	"35-44 years"	"35-44"	"2011"	"2011"	39	234064	16.7
	"Bexar County, TX"	"48029"	"45-54 years"	"45-54"	"2007"	"2007"	16	212701	Unreliable
	"Bexar County, TX"	"48029"	"45-54 years"	"45-54"	"2008"	"2008"	24	218089	11.0
	"Bexar County, TX"	"48029"	"45-54 years"	"45-54"	"2009"	"2009"	20	223270	9.0
	"Bexar County, TX"	"48029"	"45-54 years"	"45-54"	"2010"	"2010"	29	227116	12.8
	"Bexar County, TX"	"48029"	"45-54 years"	"45-54"	"2011"	"2011"	34	230002	14.8
	"Bexar County, TX"	"48029"	"55-64 years"	"55-64"	"2009"	"2009"	12	167050	Unreliable
	"Bexar County, TX"	"48029"	"55-64 years"	"55-64"	"2010"	"2010"	10	173127	Unreliable
	"Bexar County, TX"	"48029"	"55-64 years"	"55-64"	"2011"	"2011"	16	182537	Unreliable
	"Collin County, TX"	"48085"	"15-24 years"	"15-24"	"2011"	"2011"	10	97208	Unreliable
	"Collin County, TX"	"48085"	"25-34 years"	"25-34"	"2009"	"2009"	10	109599	Unreliable
	"Collin County, TX"	"48085"	"25-34 years"	"25-34"	"2011"	"2011"	12	111628	Unreliable
	"Dallas County, TX"	"48113"	"15-24 years"	"15-24"	"2007"	"2007"	20	336562	5.9
	"Dallas County, TX"	"48113"	"15-24 years"	"15-24"	"2008"	"2008"	19	336974	Unreliable
	"Dallas County, TX"	"48113"	"15-24 years"	"15-24"	"2009"	"2009"	22	339534	6.5
	"Dallas County, TX"	"48113"	"15-24 years"	"15-24"	"2010"	"2010"	24	340774	7.0
	"Dallas County, TX"	"48113"	"15-24 years"	"15-24"	"2011"	"2011"	28	342920	8.2
	"Dallas County, TX"	"48113"	"25-34 years"	"25-34"	"2007"	"2007"	28	374337	7.5
	"Dallas County, TX"	"48113"	"25-34 years"	"25-34"	"2008"	"2008"	16	377792	Unreliable
	"Dallas County, TX"	"48113"	"25-34 years"	"25-34"	"2009"	"2009"	36	382582	9.4
	"Dallas County, TX"	"48113"	"25-34 years"	"25-34"	"2010"	"2010"	29	385041	7.5
	"Dallas County, TX"	"48113"	"25-34 years"	"25-34"	"2011"	"2011"	25	390784	6.4
	"Dallas County, TX"	"48113"	"35-44 years"	"35-44"	"2007"	"2007"	19	347180	Unreliable
	"Dallas County, TX"	"48113"	"35-44 years"	"35-44"	"2008"	"2008"	16	344578	Unreliable
	"Dallas County, TX"	"48113"	"35-44 years"	"35-44"	"2009"	"2009"	15	343060	Unreliable
	"Dallas County, TX"	"48113"	"35-44 years"	"35-44"	"2010"	"2010"	13	342987	Unreliable
	"Dallas County, TX"	"48113"	"35-44 years"	"35-44"	"2011"	"2011"	18	346122	Unreliable
	"Dallas County, TX"	"48113"	"45-54 years"	"45-54"	"2007"	"2007"	25	306120	8.2
	"Dallas County, TX"	"48113"	"45-54 years"	"45-54"	"2008"	"2008"	21	310584	6.8
	"Dallas County, TX"	"48113"	"45-54 years"	"45-54"	"2009"	"2009"	23	315666	7.3
	"Dallas County, TX"	"48113"	"45-54 years"	"45-54"	"2010"	"2010"	24	317883	7.5
	"Dallas County, TX"	"48113"	"45-54 years"	"45-54"	"2011"	"2011"	24	321219	7.5
	"Dallas County, TX"	"48113"	"55-64 years"	"55-64"	"2007"	"2007"	11	201463	Unreliable
	"Dallas County, TX"	"48113"	"55-64 years"	"55-64"	"2009"	"2009"	15	216718	Unreliable
	"Dallas County, TX"	"48113"	"55-64 years"	"55-64"	"2010"	"2010"	11	223730	Unreliable
	"Dallas County, TX"	"48113"	"55-64 years"	"55-64"	"2011"	"2011"	10	237009	Unreliable
	"Denton County, TX"	"48121"	"25-34 years"	"25-34"	"2011"	"2011"	11	102927	Unreliable
	"El Paso County, TX"	"48141"	"35-44 years"	"35-44"	"2007"	"2007"	13	100895	Unreliable
	"El Paso County, TX"	"48141"	"35-44 years"	"35-44"	"2008"	"2008"	11	102304	Unreliable
	"El Paso County, TX"	"48141"	"35-44 years"	"35-44"	"2009"	"2009"	12	103479	Unreliable
	"El Paso County, TX"	"48141"	"35-44 years"	"35-44"	"2010"	"2010"	11	104786	Unreliable
	"El Paso County, TX"	"48141"	"45-54 years"	"45-54"	"2007"	"2007"	10	96707	Unreliable
	"El Paso County, TX"	"48141"	"45-54 years"	"45-54"	"2008"	"2008"	11	98795	Unreliable
	"El Paso County, TX"	"48141"	"45-54 years"	"45-54"	"2010"	"2010"	11	101858	Unreliable
	"El Paso County, TX"	"48141"	"45-54 years"	"45-54"	"2011"	"2011"	11	101876	Unreliable
	"Fort Bend County, TX"	"48157"	"25-34 years"	"25-34"	"2011"	"2011"	11	75747	Unreliable
	"Galveston County, TX"	"48167"	"25-34 years"	"25-34"	"2010"	"2010"	11	37720	Unreliable
	"Galveston County, TX"	"48167"	"35-44 years"	"35-44"	"2007"	"2007"	12	40502	Unreliable
	"Galveston County, TX"	"48167"	"45-54 years"	"45-54"	"2009"	"2009"	10	45948	Unreliable
	"Harris County, TX"	"48201"	"15-24 years"	"15-24"	"2007"	"2007"	34	570530	6.0
	"Harris County, TX"	"48201"	"15-24 years"	"15-24"	"2008"	"2008"	20	579810	3.4
	"Harris County, TX"	"48201"	"15-24 years"	"15-24"	"2009"	"2009"	19	592147	Unreliable
	"Harris County, TX"	"48201"	"15-24 years"	"15-24"	"2010"	"2010"	23	598171	3.8
	"Harris County, TX"	"48201"	"15-24 years"	"15-24"	"2011"	"2011"	22	600129	3.7
	"Harris County, TX"	"48201"	"25-34 years"	"25-34"	"2007"	"2007"	68	624655	10.9
	"Harris County, TX"	"48201"	"25-34 years"	"25-34"	"2008"	"2008"	35	637224	5.5
	"Harris County, TX"	"48201"	"25-34 years"	"25-34"	"2009"	"2009"	57	653472	8.7
	"Harris County, TX"	"48201"	"25-34 years"	"25-34"	"2010"	"2010"	49	661590	7.4
	"Harris County, TX"	"48201"	"25-34 years"	"25-34"	"2011"	"2011"	49	674761	7.3
	"Harris County, TX"	"48201"	"35-44 years"	"35-44"	"2007"	"2007"	67	573224	11.7
	"Harris County, TX"	"48201"	"35-44 years"	"35-44"	"2008"	"2008"	35	576888	6.1
	"Harris County, TX"	"48201"	"35-44 years"	"35-44"	"2009"	"2009"	57	584117	9.8
	"Harris County, TX"	"48201"	"35-44 years"	"35-44"	"2010"	"2010"	46	588282	7.8
	"Harris County, TX"	"48201"	"35-44 years"	"35-44"	"2011"	"2011"	34	597022	5.7
	"Harris County, TX"	"48201"	"45-54 years"	"45-54"	"2007"	"2007"	88	529192	16.6
	"Harris County, TX"	"48201"	"45-54 years"	"45-54"	"2008"	"2008"	46	536770	8.6
	"Harris County, TX"	"48201"	"45-54 years"	"45-54"	"2009"	"2009"	72	545175	13.2
	"Harris County, TX"	"48201"	"45-54 years"	"45-54"	"2010"	"2010"	67	548550	12.2
	"Harris County, TX"	"48201"	"45-54 years"	"45-54"	"2011"	"2011"	59	552926	10.7
	"Harris County, TX"	"48201"	"55-64 years"	"55-64"	"2007"	"2007"	30	350421	8.6
	"Harris County, TX"	"48201"	"55-64 years"	"55-64"	"2008"	"2008"	18	365770	Unreliable
	"Harris County, TX"	"48201"	"55-64 years"	"55-64"	"2009"	"2009"	24	384630	6.2
	"Harris County, TX"	"48201"	"55-64 years"	"55-64"	"2010"	"2010"	29	399166	7.3
	"Harris County, TX"	"48201"	"55-64 years"	"55-64"	"2011"	"2011"	33	422856	7.8
	"Harris County, TX"	"48201"	"65-74 years"	"65-74"	"2010"	"2010"	12	195502	Unreliable
	"Montgomery County, TX"	"48339"	"25-34 years"	"25-34"	"2008"	"2008"	10	55278	Unreliable
	"Montgomery County, TX"	"48339"	"25-34 years"	"25-34"	"2009"	"2009"	11	57685	Unreliable
	"Montgomery County, TX"	"48339"	"35-44 years"	"35-44"	"2008"	"2008"	16	63943	Unreliable
	"Montgomery County, TX"	"48339"	"35-44 years"	"35-44"	"2009"	"2009"	13	64837	Unreliable
	"Montgomery County, TX"	"48339"	"45-54 years"	"45-54"	"2007"	"2007"	10	63327	Unreliable
	"Montgomery County, TX"	"48339"	"45-54 years"	"45-54"	"2008"	"2008"	11	65609	Unreliable
	"Montgomery County, TX"	"48339"	"45-54 years"	"45-54"	"2009"	"2009"	11	67765	Unreliable
	"Montgomery County, TX"	"48339"	"45-54 years"	"45-54"	"2010"	"2010"	14	68698	Unreliable
	"Nueces County, TX"	"48355"	"25-34 years"	"25-34"	"2011"	"2011"	10	47277	Unreliable
	"Nueces County, TX"	"48355"	"45-54 years"	"45-54"	"2007"	"2007"	10	48202	Unreliable
	"Nueces County, TX"	"48355"	"45-54 years"	"45-54"	"2010"	"2010"	12	48532	Unreliable
	"Nueces County, TX"	"48355"	"45-54 years"	"45-54"	"2011"	"2011"	12	47277	Unreliable
	"Tarrant County, TX"	"48439"	"15-24 years"	"15-24"	"2009"	"2009"	14	251850	Unreliable
	"Tarrant County, TX"	"48439"	"15-24 years"	"15-24"	"2011"	"2011"	14	257883	Unreliable
	"Tarrant County, TX"	"48439"	"25-34 years"	"25-34"	"2007"	"2007"	16	253951	Unreliable
	"Tarrant County, TX"	"48439"	"25-34 years"	"25-34"	"2008"	"2008"	16	259294	Unreliable
	"Tarrant County, TX"	"48439"	"25-34 years"	"25-34"	"2009"	"2009"	12	263849	Unreliable
	"Tarrant County, TX"	"48439"	"25-34 years"	"25-34"	"2010"	"2010"	12	266550	Unreliable
	"Tarrant County, TX"	"48439"	"25-34 years"	"25-34"	"2011"	"2011"	23	272398	8.4
	"Tarrant County, TX"	"48439"	"35-44 years"	"35-44"	"2011"	"2011"	11	265063	Unreliable
	"Tarrant County, TX"	"48439"	"45-54 years"	"45-54"	"2007"	"2007"	13	241206	Unreliable
	"Tarrant County, TX"	"48439"	"45-54 years"	"45-54"	"2009"	"2009"	21	254954	8.2
	"Travis County, TX"	"48453"	"15-24 years"	"15-24"	"2008"	"2008"	10	159688	Unreliable
	"Travis County, TX"	"48453"	"25-34 years"	"25-34"	"2009"	"2009"	10	191399	Unreliable
	"Travis County, TX"	"48453"	"25-34 years"	"25-34"	"2011"	"2011"	18	202385	Unreliable
	"Travis County, TX"	"48453"	"35-44 years"	"35-44"	"2008"	"2008"	10	149993	Unreliable
	"Travis County, TX"	"48453"	"35-44 years"	"35-44"	"2009"	"2009"	13	152836	Unreliable
	"Travis County, TX"	"48453"	"35-44 years"	"35-44"	"2011"	"2011"	13	161321	Unreliable
	"Travis County, TX"	"48453"	"45-54 years"	"45-54"	"2007"	"2007"	11	125648	Unreliable
	"Travis County, TX"	"48453"	"45-54 years"	"45-54"	"2009"	"2009"	20	130771	15.3
	"Travis County, TX"	"48453"	"45-54 years"	"45-54"	"2010"	"2010"	11	132397	Unreliable
	"Davis County, UT"	"49011"	"25-34 years"	"25-34"	"2008"	"2008"	14	46931	Unreliable
	"Davis County, UT"	"49011"	"25-34 years"	"25-34"	"2009"	"2009"	13	47720	Unreliable
	"Davis County, UT"	"49011"	"25-34 years"	"25-34"	"2010"	"2010"	10	47957	Unreliable
	"Davis County, UT"	"49011"	"35-44 years"	"35-44"	"2007"	"2007"	11	35873	Unreliable
	"Davis County, UT"	"49011"	"35-44 years"	"35-44"	"2008"	"2008"	13	36438	Unreliable
	"Davis County, UT"	"49011"	"35-44 years"	"35-44"	"2009"	"2009"	10	37193	Unreliable
	"Davis County, UT"	"49011"	"35-44 years"	"35-44"	"2010"	"2010"	10	38266	Unreliable
	"Davis County, UT"	"49011"	"45-54 years"	"45-54"	"2008"	"2008"	12	34754	Unreliable
	"Salt Lake County, UT"	"49035"	"15-24 years"	"15-24"	"2007"	"2007"	20	153258	13.0
	"Salt Lake County, UT"	"49035"	"15-24 years"	"15-24"	"2008"	"2008"	18	153399	Unreliable
	"Salt Lake County, UT"	"49035"	"15-24 years"	"15-24"	"2009"	"2009"	20	154192	13.0
	"Salt Lake County, UT"	"49035"	"15-24 years"	"15-24"	"2010"	"2010"	18	154677	Unreliable
	"Salt Lake County, UT"	"49035"	"15-24 years"	"15-24"	"2011"	"2011"	23	153454	15.0
	"Salt Lake County, UT"	"49035"	"25-34 years"	"25-34"	"2007"	"2007"	42	171023	24.6
	"Salt Lake County, UT"	"49035"	"25-34 years"	"25-34"	"2008"	"2008"	44	173808	25.3
	"Salt Lake County, UT"	"49035"	"25-34 years"	"25-34"	"2009"	"2009"	41	176264	23.3
	"Salt Lake County, UT"	"49035"	"25-34 years"	"25-34"	"2010"	"2010"	37	177221	20.9
	"Salt Lake County, UT"	"49035"	"25-34 years"	"25-34"	"2011"	"2011"	37	180796	20.5
