"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2015"	"2015"	76	245287	31.0
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2016"	"2016"	67	251859	26.6
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2017"	"2017"	50	259053	19.3
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2012"	"2012"	20	152139	13.1
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2013"	"2013"	17	161894	Unreliable
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2014"	"2014"	21	172053	12.2
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2015"	"2015"	28	181306	15.4
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2016"	"2016"	19	189491	Unreliable
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2017"	"2017"	24	197394	12.2
	"Washoe County, NV"	"32031"	"15-24 years"	"15-24"	"2016"	"2016"	10	57868	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2012"	"2012"	10	58785	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2013"	"2013"	11	60765	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2014"	"2014"	11	63262	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2015"	"2015"	10	65466	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2016"	"2016"	21	67333	31.2
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2017"	"2017"	14	69318	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2012"	"2012"	10	54352	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2013"	"2013"	12	53692	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2014"	"2014"	13	53732	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2015"	"2015"	16	54160	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2012"	"2012"	24	59889	40.1
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2013"	"2013"	16	59283	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2015"	"2015"	18	59693	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2016"	"2016"	17	59589	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2017"	"2017"	14	59378	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2012"	"2012"	16	56140	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2013"	"2013"	14	57055	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2014"	"2014"	17	58085	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2015"	"2015"	13	59344	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2016"	"2016"	18	60612	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2017"	"2017"	18	61395	Unreliable
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2012"	"2012"	16	50306	Unreliable
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2014"	"2014"	23	51573	44.6
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2015"	"2015"	14	51916	Unreliable
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2016"	"2016"	18	53697	Unreliable
	"Hillsborough County, NH"	"33011"	"35-44 years"	"35-44"	"2012"	"2012"	11	54445	Unreliable
	"Hillsborough County, NH"	"33011"	"35-44 years"	"35-44"	"2015"	"2015"	18	50766	Unreliable
	"Hillsborough County, NH"	"33011"	"35-44 years"	"35-44"	"2017"	"2017"	10	49453	Unreliable
	"Hillsborough County, NH"	"33011"	"45-54 years"	"45-54"	"2013"	"2013"	17	66685	Unreliable
	"Hillsborough County, NH"	"33011"	"45-54 years"	"45-54"	"2014"	"2014"	20	65473	30.5
	"Hillsborough County, NH"	"33011"	"45-54 years"	"45-54"	"2015"	"2015"	15	64458	Unreliable
	"Hillsborough County, NH"	"33011"	"55-64 years"	"55-64"	"2014"	"2014"	10	56000	Unreliable
	"Merrimack County, NH"	"33013"	"25-34 years"	"25-34"	"2014"	"2014"	10	16681	Unreliable
	"Rockingham County, NH"	"33015"	"25-34 years"	"25-34"	"2014"	"2014"	10	33188	Unreliable
	"Rockingham County, NH"	"33015"	"45-54 years"	"45-54"	"2013"	"2013"	11	53584	Unreliable
	"Atlantic County, NJ"	"34001"	"25-34 years"	"25-34"	"2015"	"2015"	15	32709	Unreliable
	"Atlantic County, NJ"	"34001"	"25-34 years"	"25-34"	"2016"	"2016"	15	32621	Unreliable
	"Atlantic County, NJ"	"34001"	"25-34 years"	"25-34"	"2017"	"2017"	20	32552	61.4
	"Atlantic County, NJ"	"34001"	"35-44 years"	"35-44"	"2014"	"2014"	13	32703	Unreliable
	"Atlantic County, NJ"	"34001"	"35-44 years"	"35-44"	"2017"	"2017"	17	30290	Unreliable
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2012"	"2012"	10	43142	Unreliable
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2013"	"2013"	14	41947	Unreliable
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2014"	"2014"	16	40920	Unreliable
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2015"	"2015"	13	39907	Unreliable
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2016"	"2016"	20	38563	51.9
	"Atlantic County, NJ"	"34001"	"45-54 years"	"45-54"	"2017"	"2017"	18	37770	Unreliable
	"Atlantic County, NJ"	"34001"	"55-64 years"	"55-64"	"2016"	"2016"	12	39279	Unreliable
	"Atlantic County, NJ"	"34001"	"55-64 years"	"55-64"	"2017"	"2017"	14	39834	Unreliable
	"Bergen County, NJ"	"34003"	"15-24 years"	"15-24"	"2014"	"2014"	11	113259	Unreliable
	"Bergen County, NJ"	"34003"	"15-24 years"	"15-24"	"2015"	"2015"	13	114312	Unreliable
	"Bergen County, NJ"	"34003"	"15-24 years"	"15-24"	"2016"	"2016"	12	114860	Unreliable
	"Bergen County, NJ"	"34003"	"15-24 years"	"15-24"	"2017"	"2017"	13	114826	Unreliable
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2012"	"2012"	18	108377	Unreliable
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2013"	"2013"	10	108557	Unreliable
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2014"	"2014"	14	109351	Unreliable
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2015"	"2015"	22	109381	20.1
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2016"	"2016"	27	109379	24.7
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2017"	"2017"	27	110733	24.4
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2012"	"2012"	10	127446	Unreliable
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2013"	"2013"	17	126342	Unreliable
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2014"	"2014"	13	126412	Unreliable
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2015"	"2015"	14	125836	Unreliable
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2016"	"2016"	14	123833	Unreliable
	"Bergen County, NJ"	"34003"	"35-44 years"	"35-44"	"2017"	"2017"	24	125402	19.1
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2012"	"2012"	13	147041	Unreliable
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2013"	"2013"	20	145874	13.7
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2015"	"2015"	25	144582	17.3
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2016"	"2016"	23	142408	16.2
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2017"	"2017"	19	141086	Unreliable
	"Bergen County, NJ"	"34003"	"55-64 years"	"55-64"	"2014"	"2014"	12	125563	Unreliable
	"Bergen County, NJ"	"34003"	"55-64 years"	"55-64"	"2016"	"2016"	14	130194	Unreliable
	"Bergen County, NJ"	"34003"	"55-64 years"	"55-64"	"2017"	"2017"	15	132365	Unreliable
	"Burlington County, NJ"	"34005"	"15-24 years"	"15-24"	"2017"	"2017"	14	55851	Unreliable
	"Burlington County, NJ"	"34005"	"25-34 years"	"25-34"	"2015"	"2015"	10	54719	Unreliable
	"Burlington County, NJ"	"34005"	"25-34 years"	"25-34"	"2017"	"2017"	27	55887	48.3
	"Burlington County, NJ"	"34005"	"35-44 years"	"35-44"	"2017"	"2017"	12	54971	Unreliable
	"Burlington County, NJ"	"34005"	"45-54 years"	"45-54"	"2017"	"2017"	21	66271	31.7
	"Burlington County, NJ"	"34005"	"55-64 years"	"55-64"	"2017"	"2017"	17	64610	Unreliable
	"Cape May County, NJ"	"34009"	"45-54 years"	"45-54"	"2017"	"2017"	10	11670	Unreliable
	"Cumberland County, NJ"	"34011"	"25-34 years"	"25-34"	"2016"	"2016"	11	22766	Unreliable
	"Cumberland County, NJ"	"34011"	"25-34 years"	"25-34"	"2017"	"2017"	10	22185	Unreliable
	"Cumberland County, NJ"	"34011"	"35-44 years"	"35-44"	"2017"	"2017"	12	19881	Unreliable
	"Cumberland County, NJ"	"34011"	"45-54 years"	"45-54"	"2014"	"2014"	11	21533	Unreliable
	"Cumberland County, NJ"	"34011"	"45-54 years"	"45-54"	"2017"	"2017"	12	20259	Unreliable
	"Essex County, NJ"	"34013"	"15-24 years"	"15-24"	"2017"	"2017"	16	104576	Unreliable
	"Essex County, NJ"	"34013"	"25-34 years"	"25-34"	"2012"	"2012"	13	107683	Unreliable
	"Essex County, NJ"	"34013"	"25-34 years"	"25-34"	"2015"	"2015"	12	108411	Unreliable
	"Essex County, NJ"	"34013"	"25-34 years"	"25-34"	"2016"	"2016"	31	109452	28.3
	"Essex County, NJ"	"34013"	"25-34 years"	"25-34"	"2017"	"2017"	27	111124	24.3
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2012"	"2012"	18	113595	Unreliable
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2013"	"2013"	14	112576	Unreliable
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2014"	"2014"	16	112747	Unreliable
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2015"	"2015"	12	112589	Unreliable
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2016"	"2016"	21	111798	18.8
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2017"	"2017"	32	113546	28.2
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2012"	"2012"	24	114810	20.9
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2013"	"2013"	26	115143	22.6
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2014"	"2014"	25	115498	21.6
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2015"	"2015"	24	115013	20.9
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2016"	"2016"	51	113840	44.8
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2017"	"2017"	57	114154	49.9
	"Essex County, NJ"	"34013"	"55-64 years"	"55-64"	"2013"	"2013"	17	91312	Unreliable
	"Essex County, NJ"	"34013"	"55-64 years"	"55-64"	"2015"	"2015"	23	95451	24.1
	"Essex County, NJ"	"34013"	"55-64 years"	"55-64"	"2016"	"2016"	36	96611	37.3
	"Essex County, NJ"	"34013"	"55-64 years"	"55-64"	"2017"	"2017"	48	98031	49.0
	"Essex County, NJ"	"34013"	"65-74 years"	"65-74"	"2017"	"2017"	10	61329	Unreliable
	"Hudson County, NJ"	"34017"	"15-24 years"	"15-24"	"2016"	"2016"	10	77623	Unreliable
	"Hudson County, NJ"	"34017"	"25-34 years"	"25-34"	"2013"	"2013"	10	138967	Unreliable
	"Hudson County, NJ"	"34017"	"25-34 years"	"25-34"	"2015"	"2015"	15	141924	Unreliable
	"Hudson County, NJ"	"34017"	"25-34 years"	"25-34"	"2017"	"2017"	14	147061	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2012"	"2012"	12	100277	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2013"	"2013"	14	102554	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2014"	"2014"	11	104256	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2015"	"2015"	12	106110	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2016"	"2016"	18	106503	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2017"	"2017"	22	109343	20.1
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2012"	"2012"	22	84143	26.1
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2013"	"2013"	14	85523	Unreliable
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2014"	"2014"	14	86114	Unreliable
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2015"	"2015"	15	86306	Unreliable
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2016"	"2016"	23	85164	27.0
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2017"	"2017"	32	85557	37.4
	"Hudson County, NJ"	"34017"	"55-64 years"	"55-64"	"2016"	"2016"	11	71494	Unreliable
	"Hudson County, NJ"	"34017"	"55-64 years"	"55-64"	"2017"	"2017"	17	73075	Unreliable
	"Mercer County, NJ"	"34021"	"25-34 years"	"25-34"	"2013"	"2013"	10	46907	Unreliable
	"Mercer County, NJ"	"34021"	"25-34 years"	"25-34"	"2015"	"2015"	14	46479	Unreliable
	"Mercer County, NJ"	"34021"	"25-34 years"	"25-34"	"2016"	"2016"	15	46722	Unreliable
	"Mercer County, NJ"	"34021"	"25-34 years"	"25-34"	"2017"	"2017"	15	47045	Unreliable
	"Mercer County, NJ"	"34021"	"35-44 years"	"35-44"	"2012"	"2012"	10	50130	Unreliable
	"Mercer County, NJ"	"34021"	"35-44 years"	"35-44"	"2017"	"2017"	11	47789	Unreliable
	"Mercer County, NJ"	"34021"	"45-54 years"	"45-54"	"2014"	"2014"	10	54479	Unreliable
	"Mercer County, NJ"	"34021"	"45-54 years"	"45-54"	"2015"	"2015"	15	54008	Unreliable
	"Mercer County, NJ"	"34021"	"45-54 years"	"45-54"	"2017"	"2017"	14	52697	Unreliable
	"Middlesex County, NJ"	"34023"	"15-24 years"	"15-24"	"2013"	"2013"	11	113636	Unreliable
	"Middlesex County, NJ"	"34023"	"15-24 years"	"15-24"	"2014"	"2014"	13	112993	Unreliable
	"Middlesex County, NJ"	"34023"	"15-24 years"	"15-24"	"2016"	"2016"	14	111330	Unreliable
	"Middlesex County, NJ"	"34023"	"15-24 years"	"15-24"	"2017"	"2017"	11	111393	Unreliable
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2012"	"2012"	21	113834	18.4
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2013"	"2013"	24	115621	20.8
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2014"	"2014"	35	117768	29.7
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2015"	"2015"	22	118308	18.6
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2016"	"2016"	55	117195	46.9
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2017"	"2017"	35	116514	30.0
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2012"	"2012"	18	116988	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2013"	"2013"	13	116397	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2014"	"2014"	12	116815	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2015"	"2015"	17	116707	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2016"	"2016"	21	114833	18.3
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2017"	"2017"	37	116213	31.8
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2012"	"2012"	16	121770	Unreliable
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2013"	"2013"	17	121140	Unreliable
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2014"	"2014"	23	120407	19.1
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2015"	"2015"	18	119889	Unreliable
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2016"	"2016"	31	117281	26.4
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2017"	"2017"	32	116851	27.4
	"Middlesex County, NJ"	"34023"	"55-64 years"	"55-64"	"2014"	"2014"	10	103662	Unreliable
	"Middlesex County, NJ"	"34023"	"55-64 years"	"55-64"	"2016"	"2016"	13	107296	Unreliable
	"Middlesex County, NJ"	"34023"	"55-64 years"	"55-64"	"2017"	"2017"	18	109312	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2013"	"2013"	10	79819	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2014"	"2014"	19	80266	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2016"	"2016"	16	80439	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2017"	"2017"	13	79873	Unreliable
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2012"	"2012"	15	65988	Unreliable
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2013"	"2013"	21	66425	31.6
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2014"	"2014"	20	66607	30.0
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2015"	"2015"	29	67010	43.3
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2016"	"2016"	32	66572	48.1
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2017"	"2017"	40	67110	59.6
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2012"	"2012"	17	80418	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2013"	"2013"	10	77895	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2015"	"2015"	18	74018	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2016"	"2016"	28	72125	38.8
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2017"	"2017"	25	71689	34.9
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2012"	"2012"	18	108432	Unreliable
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2013"	"2013"	17	106312	Unreliable
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2014"	"2014"	17	104127	Unreliable
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2015"	"2015"	22	101895	21.6
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2016"	"2016"	23	99167	23.2
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2017"	"2017"	27	96299	28.0
	"Monmouth County, NJ"	"34025"	"55-64 years"	"55-64"	"2014"	"2014"	13	91024	Unreliable
	"Monmouth County, NJ"	"34025"	"55-64 years"	"55-64"	"2015"	"2015"	13	93429	Unreliable
	"Monmouth County, NJ"	"34025"	"55-64 years"	"55-64"	"2016"	"2016"	26	95327	27.3
	"Monmouth County, NJ"	"34025"	"55-64 years"	"55-64"	"2017"	"2017"	22	97128	22.7
	"Morris County, NJ"	"34027"	"15-24 years"	"15-24"	"2012"	"2012"	15	59008	Unreliable
	"Morris County, NJ"	"34027"	"15-24 years"	"15-24"	"2016"	"2016"	10	64553	Unreliable
	"Morris County, NJ"	"34027"	"15-24 years"	"15-24"	"2017"	"2017"	15	64605	Unreliable
	"Morris County, NJ"	"34027"	"25-34 years"	"25-34"	"2012"	"2012"	11	54013	Unreliable
	"Morris County, NJ"	"34027"	"25-34 years"	"25-34"	"2014"	"2014"	17	53726	Unreliable
	"Morris County, NJ"	"34027"	"25-34 years"	"25-34"	"2015"	"2015"	11	53597	Unreliable
	"Morris County, NJ"	"34027"	"25-34 years"	"25-34"	"2016"	"2016"	22	53807	40.9
	"Morris County, NJ"	"34027"	"25-34 years"	"25-34"	"2017"	"2017"	18	54239	Unreliable
	"Morris County, NJ"	"34027"	"35-44 years"	"35-44"	"2016"	"2016"	15	61029	Unreliable
	"Morris County, NJ"	"34027"	"35-44 years"	"35-44"	"2017"	"2017"	13	60996	Unreliable
	"Morris County, NJ"	"34027"	"45-54 years"	"45-54"	"2017"	"2017"	19	79186	Unreliable
	"Ocean County, NJ"	"34029"	"15-24 years"	"15-24"	"2013"	"2013"	11	66182	Unreliable
	"Ocean County, NJ"	"34029"	"15-24 years"	"15-24"	"2015"	"2015"	11	66070	Unreliable
	"Ocean County, NJ"	"34029"	"15-24 years"	"15-24"	"2016"	"2016"	11	66100	Unreliable
	"Ocean County, NJ"	"34029"	"15-24 years"	"15-24"	"2017"	"2017"	11	66845	Unreliable
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2012"	"2012"	10	62382	Unreliable
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2013"	"2013"	21	62913	33.4
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2014"	"2014"	14	63330	Unreliable
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2015"	"2015"	14	64343	Unreliable
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2016"	"2016"	52	65252	79.7
	"Ocean County, NJ"	"34029"	"25-34 years"	"25-34"	"2017"	"2017"	49	65338	75.0
	"Ocean County, NJ"	"34029"	"35-44 years"	"35-44"	"2014"	"2014"	10	61330	Unreliable
	"Ocean County, NJ"	"34029"	"35-44 years"	"35-44"	"2015"	"2015"	15	60565	Unreliable
	"Ocean County, NJ"	"34029"	"35-44 years"	"35-44"	"2016"	"2016"	28	60073	46.6
	"Ocean County, NJ"	"34029"	"35-44 years"	"35-44"	"2017"	"2017"	31	60169	51.5
	"Ocean County, NJ"	"34029"	"45-54 years"	"45-54"	"2016"	"2016"	31	73172	42.4
	"Ocean County, NJ"	"34029"	"45-54 years"	"45-54"	"2017"	"2017"	31	71899	43.1
	"Ocean County, NJ"	"34029"	"55-64 years"	"55-64"	"2016"	"2016"	21	78280	26.8
	"Ocean County, NJ"	"34029"	"55-64 years"	"55-64"	"2017"	"2017"	25	80123	31.2
	"Passaic County, NJ"	"34031"	"15-24 years"	"15-24"	"2016"	"2016"	12	70774	Unreliable
	"Passaic County, NJ"	"34031"	"25-34 years"	"25-34"	"2013"	"2013"	16	66980	Unreliable
	"Passaic County, NJ"	"34031"	"25-34 years"	"25-34"	"2014"	"2014"	12	67691	Unreliable
	"Passaic County, NJ"	"34031"	"25-34 years"	"25-34"	"2015"	"2015"	13	68568	Unreliable
	"Passaic County, NJ"	"34031"	"25-34 years"	"25-34"	"2016"	"2016"	18	68642	Unreliable
	"Passaic County, NJ"	"34031"	"25-34 years"	"25-34"	"2017"	"2017"	21	68975	30.4
	"Passaic County, NJ"	"34031"	"35-44 years"	"35-44"	"2012"	"2012"	11	67007	Unreliable
	"Passaic County, NJ"	"34031"	"35-44 years"	"35-44"	"2014"	"2014"	12	66384	Unreliable
	"Passaic County, NJ"	"34031"	"35-44 years"	"35-44"	"2016"	"2016"	17	65001	Unreliable
	"Passaic County, NJ"	"34031"	"35-44 years"	"35-44"	"2017"	"2017"	16	65154	Unreliable
	"Passaic County, NJ"	"34031"	"45-54 years"	"45-54"	"2013"	"2013"	13	71973	Unreliable
	"Passaic County, NJ"	"34031"	"45-54 years"	"45-54"	"2014"	"2014"	10	71447	Unreliable
	"Passaic County, NJ"	"34031"	"45-54 years"	"45-54"	"2016"	"2016"	20	69308	28.9
	"Passaic County, NJ"	"34031"	"45-54 years"	"45-54"	"2017"	"2017"	21	68828	30.5
	"Passaic County, NJ"	"34031"	"55-64 years"	"55-64"	"2015"	"2015"	10	62405	Unreliable
	"Passaic County, NJ"	"34031"	"55-64 years"	"55-64"	"2017"	"2017"	13	64103	Unreliable
	"Somerset County, NJ"	"34035"	"25-34 years"	"25-34"	"2016"	"2016"	11	36466	Unreliable
	"Somerset County, NJ"	"34035"	"25-34 years"	"25-34"	"2017"	"2017"	13	37294	Unreliable
	"Somerset County, NJ"	"34035"	"35-44 years"	"35-44"	"2017"	"2017"	11	43406	Unreliable
	"Sussex County, NJ"	"34037"	"25-34 years"	"25-34"	"2017"	"2017"	10	15097	Unreliable
	"Union County, NJ"	"34039"	"25-34 years"	"25-34"	"2014"	"2014"	12	71401	Unreliable
	"Union County, NJ"	"34039"	"25-34 years"	"25-34"	"2015"	"2015"	13	71325	Unreliable
	"Union County, NJ"	"34039"	"25-34 years"	"25-34"	"2016"	"2016"	16	72028	Unreliable
	"Union County, NJ"	"34039"	"25-34 years"	"25-34"	"2017"	"2017"	15	73122	Unreliable
	"Union County, NJ"	"34039"	"35-44 years"	"35-44"	"2012"	"2012"	11	76957	Unreliable
	"Union County, NJ"	"34039"	"35-44 years"	"35-44"	"2015"	"2015"	12	77429	Unreliable
	"Union County, NJ"	"34039"	"35-44 years"	"35-44"	"2016"	"2016"	14	76938	Unreliable
	"Union County, NJ"	"34039"	"35-44 years"	"35-44"	"2017"	"2017"	15	77700	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2012"	"2012"	12	83787	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2013"	"2013"	13	83487	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2015"	"2015"	14	82814	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2016"	"2016"	15	81112	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2017"	"2017"	28	80884	34.6
	"Union County, NJ"	"34039"	"55-64 years"	"55-64"	"2017"	"2017"	17	72458	Unreliable
	"Warren County, NJ"	"34041"	"25-34 years"	"25-34"	"2016"	"2016"	10	11763	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2012"	"2012"	12	93778	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2013"	"2013"	13	91830	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2014"	"2014"	15	90313	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2016"	"2016"	13	88076	Unreliable
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2012"	"2012"	30	100122	30.0
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2013"	"2013"	22	101387	21.7
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2014"	"2014"	38	102220	37.2
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2015"	"2015"	41	102124	40.1
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2016"	"2016"	39	101624	38.4
