"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Fairfield County, CT"	"09001"	190	943823	20.1
	"Hartford County, CT"	"09003"	304	892697	34.1
	"Litchfield County, CT"	"09005"	80	181111	44.2
	"Middlesex County, CT"	"09007"	65	162682	40.0
	"New Haven County, CT"	"09009"	271	857620	31.6
	"New London County, CT"	"09011"	99	266784	37.1
	"Tolland County, CT"	"09013"	39	150921	25.8
	"Windham County, CT"	"09015"	44	117027	37.6
	"Kent County, DE"	"10001"	64	178550	35.8
	"New Castle County, DE"	"10003"	254	559335	45.4
	"Sussex County, DE"	"10005"	88	229286	38.4
	"District of Columbia, DC"	"11001"	262	702455	37.3
	"Alachua County, FL"	"12001"	26	269956	9.6
	"Bay County, FL"	"12005"	39	185287	21.0
	"Brevard County, FL"	"12009"	276	596849	46.2
	"Broward County, FL"	"12011"	456	1951260	23.4
	"Charlotte County, FL"	"12015"	15	184998	Unreliable
	"Citrus County, FL"	"12017"	54	147929	36.5
	"Clay County, FL"	"12019"	64	216072	29.6
	"Collier County, FL"	"12021"	63	378488	16.6
	"Columbia County, FL"	"12023"	18	70503	Unreliable
	"Duval County, FL"	"12031"	319	950181	33.6
	"Escambia County, FL"	"12033"	86	315534	27.3
	"Flagler County, FL"	"12035"	20	112067	17.8
	"Hernando County, FL"	"12053"	47	190865	24.6
	"Highlands County, FL"	"12055"	26	105424	24.7
	"Hillsborough County, FL"	"12057"	289	1436888	20.1
	"Indian River County, FL"	"12061"	39	157413	24.8
	"Lake County, FL"	"12069"	50	356495	14.0
	"Lee County, FL"	"12071"	244	754610	32.3
	"Leon County, FL"	"12073"	30	292502	10.3
	"Levy County, FL"	"12075"	11	40770	Unreliable
	"Manatee County, FL"	"12081"	103	394855	26.1
	"Marion County, FL"	"12083"	141	359977	39.2
	"Martin County, FL"	"12085"	54	160912	33.6
	"Miami-Dade County, FL"	"12086"	270	2761581	9.8
	"Monroe County, FL"	"12087"	20	75027	26.7
	"Nassau County, FL"	"12089"	20	85832	23.3
	"Okaloosa County, FL"	"12091"	58	207269	28.0
	"Okeechobee County, FL"	"12093"	14	41537	Unreliable
	"Orange County, FL"	"12095"	274	1380645	19.8
	"Osceola County, FL"	"12097"	86	367990	23.4
	"Palm Beach County, FL"	"12099"	434	1485941	29.2
	"Pasco County, FL"	"12101"	178	539630	33.0
	"Pinellas County, FL"	"12103"	320	975280	32.8
	"Polk County, FL"	"12105"	168	708009	23.7
	"Putnam County, FL"	"12107"	15	74163	Unreliable
	"St. Johns County, FL"	"12109"	33	254261	13.0
	"St. Lucie County, FL"	"12111"	74	321128	23.0
	"Santa Rosa County, FL"	"12113"	29	179349	16.2
	"Sarasota County, FL"	"12115"	100	426718	23.4
	"Seminole County, FL"	"12117"	100	467832	21.4
	"Sumter County, FL"	"12119"	20	128754	15.5
	"Volusia County, FL"	"12127"	189	547538	34.5
	"Walton County, FL"	"12131"	13	71375	Unreliable
	"Barrow County, GA"	"13013"	15	80809	Unreliable
	"Bartow County, GA"	"13015"	23	106408	21.6
	"Bibb County, GA"	"13021"	15	153095	Unreliable
	"Carroll County, GA"	"13045"	20	118121	16.9
	"Chatham County, GA"	"13051"	43	289195	14.9
	"Chattooga County, GA"	"13055"	13	24790	Unreliable
	"Cherokee County, GA"	"13057"	55	254149	21.6
	"Clarke County, GA"	"13059"	13	127330	Unreliable
	"Clayton County, GA"	"13063"	28	289615	9.7
	"Cobb County, GA"	"13067"	120	756865	15.9
	"Coffee County, GA"	"13069"	11	43093	Unreliable
	"Columbia County, GA"	"13073"	26	154291	16.9
	"Coweta County, GA"	"13077"	22	145864	15.1
	"Dawson County, GA"	"13085"	11	25083	Unreliable
	"DeKalb County, GA"	"13089"	95	756558	12.6
	"Dougherty County, GA"	"13095"	10	91243	Unreliable
	"Douglas County, GA"	"13097"	28	145331	19.3
	"Floyd County, GA"	"13115"	20	97927	20.4
	"Forsyth County, GA"	"13117"	24	236612	10.1
	"Fulton County, GA"	"13121"	173	1050114	16.5
	"Glynn County, GA"	"13127"	12	85219	Unreliable
	"Gordon County, GA"	"13129"	11	57685	Unreliable
	"Gwinnett County, GA"	"13135"	110	927781	11.9
	"Hall County, GA"	"13139"	32	202148	15.8
	"Henry County, GA"	"13151"	37	230220	16.1
	"Houston County, GA"	"13153"	15	155469	Unreliable
	"Jackson County, GA"	"13157"	14	70422	Unreliable
	"Liberty County, GA"	"13179"	13	61497	Unreliable
	"Lowndes County, GA"	"13185"	14	116321	Unreliable
	"Murray County, GA"	"13213"	10	39921	Unreliable
	"Muscogee County, GA"	"13215"	21	194160	10.8
	"Newton County, GA"	"13217"	12	109541	Unreliable
	"Paulding County, GA"	"13223"	20	164044	12.2
	"Richmond County, GA"	"13245"	66	201554	32.7
	"Rockdale County, GA"	"13247"	18	90594	Unreliable
	"Spalding County, GA"	"13255"	14	66100	Unreliable
	"Walker County, GA"	"13295"	11	69410	Unreliable
	"Walton County, GA"	"13297"	23	93503	24.6
	"Whitfield County, GA"	"13313"	10	104062	Unreliable
	"Hawaii County, HI"	"15001"	28	200983	13.9
	"Honolulu County, HI"	"15003"	155	980080	15.8
	"Kauai County, HI"	"15007"	12	72133	Unreliable
	"Maui County, HI"	"15009"	31	167207	18.5
	"Ada County, ID"	"16001"	77	469966	16.4
	"Bannock County, ID"	"16005"	14	87138	Unreliable
	"Bonneville County, ID"	"16019"	24	116854	20.5
	"Canyon County, ID"	"16027"	30	223499	13.4
	"Kootenai County, ID"	"16055"	32	161505	19.8
	"Twin Falls County, ID"	"16083"	16	86081	Unreliable
	"Adams County, IL"	"17001"	14	65691	Unreliable
	"Boone County, IL"	"17007"	12	53577	Unreliable
	"Champaign County, IL"	"17019"	35	209983	16.7
	"Cook County, IL"	"17031"	1257	5180493	24.3
	"DeKalb County, IL"	"17037"	16	104143	Unreliable
	"DuPage County, IL"	"17043"	163	928589	17.6
	"Grundy County, IL"	"17063"	13	50972	Unreliable
	"Jackson County, IL"	"17077"	19	57419	Unreliable
	"Jersey County, IL"	"17083"	12	21847	Unreliable
	"Kane County, IL"	"17089"	78	534216	14.6
	"Kankakee County, IL"	"17091"	31	110024	28.2
	"Kendall County, IL"	"17093"	19	127915	Unreliable
	"Lake County, IL"	"17097"	103	700832	14.7
	"LaSalle County, IL"	"17099"	47	109430	42.9
	"Livingston County, IL"	"17105"	11	35761	Unreliable
	"McHenry County, IL"	"17111"	62	308570	20.1
	"McLean County, IL"	"17113"	36	172828	20.8
	"Macon County, IL"	"17115"	26	104712	24.8
	"Macoupin County, IL"	"17117"	10	45313	Unreliable
	"Madison County, IL"	"17119"	118	264461	44.6
	"Montgomery County, IL"	"17135"	10	28601	Unreliable
	"Peoria County, IL"	"17143"	53	180621	29.3
	"Rock Island County, IL"	"17161"	11	143477	Unreliable
	"St. Clair County, IL"	"17163"	74	261059	28.3
	"Sangamon County, IL"	"17167"	53	195348	27.1
	"Tazewell County, IL"	"17179"	29	132328	21.9
	"Vermilion County, IL"	"17183"	18	76806	Unreliable
	"Will County, IL"	"17197"	143	692310	20.7
	"Williamson County, IL"	"17199"	15	67056	Unreliable
	"Winnebago County, IL"	"17201"	150	284081	52.8
	"Allen County, IN"	"18003"	88	375351	23.4
	"Bartholomew County, IN"	"18005"	22	82753	26.6
	"Boone County, IN"	"18011"	16	66999	Unreliable
	"Clark County, IN"	"18019"	54	117360	46.0
	"Clinton County, IN"	"18023"	10	32250	Unreliable
	"Dearborn County, IN"	"18029"	13	49568	Unreliable
	"Delaware County, IN"	"18035"	45	114772	39.2
	"Elkhart County, IN"	"18039"	35	205560	17.0
	"Fayette County, IN"	"18041"	16	23047	Unreliable
	"Floyd County, IN"	"18043"	27	77781	34.7
	"Franklin County, IN"	"18047"	12	22736	Unreliable
	"Grant County, IN"	"18053"	22	65936	33.4
	"Hamilton County, IN"	"18057"	43	330086	13.0
	"Hancock County, IN"	"18059"	20	76351	26.2
	"Harrison County, IN"	"18061"	10	40350	Unreliable
	"Hendricks County, IN"	"18063"	28	167009	16.8
	"Howard County, IN"	"18067"	30	82366	36.4
	"Jackson County, IN"	"18071"	19	44111	Unreliable
	"Jay County, IN"	"18075"	11	20764	Unreliable
	"Jennings County, IN"	"18079"	12	27611	Unreliable
	"Johnson County, IN"	"18081"	37	156225	23.7
	"Kosciusko County, IN"	"18085"	12	79344	Unreliable
	"Lake County, IN"	"18089"	140	484411	28.9
	"La Porte County, IN"	"18091"	24	110007	21.8
	"Lawrence County, IN"	"18093"	13	45668	Unreliable
	"Madison County, IN"	"18095"	37	129641	28.5
	"Marion County, IN"	"18097"	352	954670	36.9
	"Monroe County, IN"	"18105"	30	146917	20.4
	"Montgomery County, IN"	"18107"	14	38346	Unreliable
	"Morgan County, IN"	"18109"	31	70116	44.2
	"Porter County, IN"	"18127"	37	169594	21.8
	"St. Joseph County, IN"	"18141"	67	270771	24.7
	"Scott County, IN"	"18143"	10	23878	Unreliable
	"Shelby County, IN"	"18145"	12	44593	Unreliable
	"Starke County, IN"	"18149"	10	22935	Unreliable
	"Tippecanoe County, IN"	"18157"	51	193048	26.4
	"Vanderburgh County, IN"	"18163"	45	180974	24.9
	"Vigo County, IN"	"18167"	25	107386	23.3
	"Wayne County, IN"	"18177"	48	65936	72.8
	"Black Hawk County, IA"	"19013"	18	132408	Unreliable
	"Dubuque County, IA"	"19061"	12	96854	Unreliable
	"Linn County, IA"	"19113"	28	225909	12.4
	"Polk County, IA"	"19153"	95	487204	19.5
	"Scott County, IA"	"19163"	23	173283	13.3
	"Woodbury County, IA"	"19193"	10	102539	Unreliable
	"Butler County, KS"	"20015"	12	66765	Unreliable
	"Douglas County, KS"	"20045"	14	121436	Unreliable
	"Johnson County, KS"	"20091"	60	597555	10.0
	"Leavenworth County, KS"	"20103"	11	81352	Unreliable
	"Reno County, KS"	"20155"	16	62342	Unreliable
	"Saline County, KS"	"20169"	14	54401	Unreliable
	"Sedgwick County, KS"	"20173"	101	513607	19.7
	"Shawnee County, KS"	"20177"	31	177499	17.5
	"Wyandotte County, KS"	"20209"	21	165324	12.7
	"Bell County, KY"	"21013"	11	26569	Unreliable
	"Boone County, KY"	"21015"	48	131533	36.5
	"Boyd County, KY"	"21019"	30	47240	63.5
	"Bullitt County, KY"	"21029"	28	81069	34.5
	"Campbell County, KY"	"21037"	54	93152	58.0
	"Carter County, KY"	"21043"	12	27004	Unreliable
	"Clark County, KY"	"21049"	21	36249	57.9
	"Daviess County, KY"	"21059"	16	101104	Unreliable
	"Fayette County, KY"	"21067"	128	323780	39.5
	"Floyd County, KY"	"21071"	16	35845	Unreliable
	"Franklin County, KY"	"21073"	18	50815	Unreliable
	"Grant County, KY"	"21081"	11	25121	Unreliable
	"Greenup County, KY"	"21089"	17	35268	Unreliable
	"Hardin County, KY"	"21093"	20	110356	18.1
	"Jefferson County, KY"	"21111"	293	770517	38.0
	"Jessamine County, KY"	"21113"	19	53920	Unreliable
	"Kenton County, KY"	"21117"	101	166051	60.8
	"Laurel County, KY"	"21125"	15	60669	Unreliable
	"McCracken County, KY"	"21145"	11	65346	Unreliable
	"Madison County, KY"	"21151"	49	92368	53.0
	"Montgomery County, KY"	"21173"	13	28203	Unreliable
	"Oldham County, KY"	"21185"	10	66470	Unreliable
	"Perry County, KY"	"21193"	11	26092	Unreliable
	"Pike County, KY"	"21195"	17	58402	Unreliable
	"Pulaski County, KY"	"21199"	13	64623	Unreliable
	"Scott County, KY"	"21209"	17	56031	Unreliable
	"Shelby County, KY"	"21211"	10	48518	Unreliable
	"Taylor County, KY"	"21217"	10	25549	Unreliable
	"Warren County, KY"	"21227"	21	131264	16.0
	"Ascension Parish, LA"	"22005"	50	124672	40.1
	"Avoyelles Parish, LA"	"22009"	16	40462	Unreliable
	"Bossier Parish, LA"	"22015"	14	127185	Unreliable
	"Caddo Parish, LA"	"22017"	45	242922	18.5
	"Calcasieu Parish, LA"	"22019"	36	203112	17.7
	"East Baton Rouge Parish, LA"	"22033"	106	440956	24.0
	"Evangeline Parish, LA"	"22039"	13	33443	Unreliable
	"Iberia Parish, LA"	"22045"	20	70941	28.2
	"Jefferson Parish, LA"	"22051"	160	434051	36.9
	"Lafayette Parish, LA"	"22055"	43	242782	17.7
	"Lafourche Parish, LA"	"22057"	21	98115	21.4
	"Livingston Parish, LA"	"22063"	44	139567	31.5
	"Orleans Parish, LA"	"22071"	171	391006	43.7
	"Ouachita Parish, LA"	"22073"	39	154475	25.2
	"Rapides Parish, LA"	"22079"	40	130562	30.6
	"St. Bernard Parish, LA"	"22087"	43	46721	92.0
	"St. Charles Parish, LA"	"22089"	15	52879	Unreliable
	"St. John the Baptist Parish, LA"	"22095"	13	43184	Unreliable
	"St. Landry Parish, LA"	"22097"	15	82764	Unreliable
	"St. Mary Parish, LA"	"22101"	17	49774	Unreliable
	"St. Tammany Parish, LA"	"22103"	101	258111	39.1
	"Tangipahoa Parish, LA"	"22105"	47	133777	35.1
	"Terrebonne Parish, LA"	"22109"	39	111021	35.1
	"Vermilion Parish, LA"	"22113"	10	59830	Unreliable
	"Washington Parish, LA"	"22117"	36	46582	77.3
	"Androscoggin County, ME"	"23001"	31	107679	28.8
	"Aroostook County, ME"	"23003"	10	67111	Unreliable
	"Cumberland County, ME"	"23005"	77	293557	26.2
	"Kennebec County, ME"	"23011"	41	122083	33.6
	"Oxford County, ME"	"23017"	16	57618	Unreliable
	"Penobscot County, ME"	"23019"	50	151096	33.1
	"Somerset County, ME"	"23025"	11	50592	Unreliable
	"Washington County, ME"	"23029"	13	31490	Unreliable
	"York County, ME"	"23031"	64	206229	31.0
	"Allegany County, MD"	"24001"	38	70975	53.5
	"Anne Arundel County, MD"	"24003"	267	576031	46.4
	"Baltimore County, MD"	"24005"	456	828431	55.0
	"Calvert County, MD"	"24009"	39	92003	42.4
	"Caroline County, MD"	"24011"	10	33304	Unreliable
	"Carroll County, MD"	"24013"	78	168429	46.3
	"Cecil County, MD"	"24015"	63	102826	61.3
	"Charles County, MD"	"24017"	36	161503	22.3
	"Frederick County, MD"	"24021"	85	255648	33.2
	"Harford County, MD"	"24025"	107	253956	42.1
	"Howard County, MD"	"24027"	51	323196	15.8
	"Montgomery County, MD"	"24031"	105	1052567	10.0
	"Prince George's County, MD"	"24033"	141	909308	15.5
	"Queen Anne's County, MD"	"24035"	24	50251	47.8
	"St. Mary's County, MD"	"24037"	34	112664	30.2
	"Talbot County, MD"	"24041"	11	36968	Unreliable
	"Washington County, MD"	"24043"	91	150926	60.3
	"Wicomico County, MD"	"24045"	36	103195	34.9
	"Worcester County, MD"	"24047"	18	51823	Unreliable
	"Baltimore city, MD"	"24510"	682	602495	113.2
	"Barnstable County, MA"	"25001"	85	213413	39.8
	"Berkshire County, MA"	"25003"	51	126348	40.4
	"Bristol County, MA"	"25005"	248	564022	44.0
	"Essex County, MA"	"25009"	295	790638	37.3
	"Franklin County, MA"	"25011"	25	70963	35.2
	"Hampden County, MA"	"25013"	239	470406	50.8
	"Hampshire County, MA"	"25015"	47	161355	29.1
	"Middlesex County, MA"	"25017"	368	1614714	22.8
	"Norfolk County, MA"	"25021"	197	705388	27.9
	"Plymouth County, MA"	"25023"	180	518132	34.7
	"Suffolk County, MA"	"25025"	236	807252	29.2
	"Worcester County, MA"	"25027"	314	830839	37.8
	"Allegan County, MI"	"26005"	12	117327	Unreliable
	"Bay County, MI"	"26017"	29	103923	27.9
	"Berrien County, MI"	"26021"	29	154141	18.8
	"Calhoun County, MI"	"26025"	54	134487	40.2
	"Dickinson County, MI"	"26043"	12	25383	Unreliable
	"Eaton County, MI"	"26045"	30	109826	27.3
	"Genesee County, MI"	"26049"	227	406892	55.8
	"Ingham County, MI"	"26065"	98	292735	33.5
	"Ionia County, MI"	"26067"	10	64210	Unreliable
	"Isabella County, MI"	"26073"	12	70562	Unreliable
	"Jackson County, MI"	"26075"	10	158823	Unreliable
	"Kalamazoo County, MI"	"26077"	53	264870	20.0
	"Kent County, MI"	"26081"	98	653786	15.0
	"Lapeer County, MI"	"26087"	18	88028	Unreliable
	"Lenawee County, MI"	"26091"	28	98266	28.5
	"Livingston County, MI"	"26093"	31	191224	16.2
	"Macomb County, MI"	"26099"	337	874759	38.5
	"Marquette County, MI"	"26103"	12	66516	Unreliable
	"Midland County, MI"	"26111"	12	83209	Unreliable
	"Monroe County, MI"	"26115"	49	150439	32.6
	"Montcalm County, MI"	"26117"	15	63968	Unreliable
	"Muskegon County, MI"	"26121"	52	173588	30.0
	"Oakland County, MI"	"26125"	193	1259201	15.3
	"Ottawa County, MI"	"26139"	34	290494	11.7
	"Saginaw County, MI"	"26145"	43	190800	22.5
	"St. Clair County, MI"	"26147"	57	159337	35.8
	"St. Joseph County, MI"	"26149"	11	61043	Unreliable
	"Shiawassee County, MI"	"26155"	17	68192	Unreliable
	"Van Buren County, MI"	"26159"	14	75448	Unreliable
	"Washtenaw County, MI"	"26161"	82	370963	22.1
	"Wayne County, MI"	"26163"	794	1753893	45.3
	"Anoka County, MN"	"27003"	53	353813	15.0
	"Dakota County, MN"	"27037"	32	425423	7.5
	"Hennepin County, MN"	"27053"	190	1259428	15.1
	"Olmsted County, MN"	"27109"	19	156277	Unreliable
	"Ramsey County, MN"	"27123"	85	550210	15.4
	"St. Louis County, MN"	"27137"	30	199754	15.0
	"Scott County, MN"	"27139"	13	147381	Unreliable
	"Sherburne County, MN"	"27141"	10	96036	Unreliable
	"Stearns County, MN"	"27145"	15	159256	Unreliable
	"Washington County, MN"	"27163"	25	259201	9.6
	"Winona County, MN"	"27169"	10	50825	Unreliable
	"Wright County, MN"	"27171"	11	136349	Unreliable
	"DeSoto County, MS"	"28033"	34	182001	18.7
	"Forrest County, MS"	"28035"	11	75036	Unreliable
	"Hancock County, MS"	"28045"	11	47334	Unreliable
	"Harrison County, MS"	"28047"	34	206650	16.5
	"Hinds County, MS"	"28049"	20	237085	8.4
	"Jackson County, MS"	"28059"	17	143277	Unreliable
	"Jones County, MS"	"28067"	12	68461	Unreliable
	"Pearl River County, MS"	"28109"	13	55387	Unreliable
	"Rankin County, MS"	"28121"	20	153902	13.0
	"Tate County, MS"	"28137"	10	28759	Unreliable
	"Boone County, MO"	"29019"	38	180005	21.1
	"Buchanan County, MO"	"29021"	20	88571	22.6
	"Butler County, MO"	"29023"	20	42639	46.9
	"Cape Girardeau County, MO"	"29031"	21	78753	26.7
	"Cass County, MO"	"29037"	22	104954	21.0
	"Christian County, MO"	"29043"	17	86983	Unreliable
	"Clay County, MO"	"29047"	38	246365	15.4
	"Cole County, MO"	"29051"	11	76796	Unreliable
	"Franklin County, MO"	"29071"	46	103670	44.4
	"Greene County, MO"	"29077"	86	291923	29.5
	"Jackson County, MO"	"29095"	157	700307	22.4
	"Jasper County, MO"	"29097"	17	120636	Unreliable
	"Jefferson County, MO"	"29099"	131	224347	58.4
	"Laclede County, MO"	"29105"	11	35713	Unreliable
	"Lincoln County, MO"	"29113"	25	57686	43.3
	"Newton County, MO"	"29145"	13	58266	Unreliable
	"Pettis County, MO"	"29159"	12	42542	Unreliable
	"Phelps County, MO"	"29161"	11	44732	Unreliable
	"Platte County, MO"	"29165"	12	102985	Unreliable
	"Pulaski County, MO"	"29169"	13	52014	Unreliable
	"St. Charles County, MO"	"29183"	125	399182	31.3
	"St. Francois County, MO"	"29187"	23	66692	34.5
	"St. Louis County, MO"	"29189"	395	996945	39.6
	"Taney County, MO"	"29213"	11	55852	Unreliable
	"Warren County, MO"	"29219"	18	34711	Unreliable
	"Webster County, MO"	"29225"	11	39109	Unreliable
	"St. Louis city, MO"	"29510"	240	302838	79.3
	"Gallatin County, MT"	"30031"	10	111876	Unreliable
	"Missoula County, MT"	"30063"	18	118791	Unreliable
	"Yellowstone County, MT"	"30111"	31	160137	19.4
	"Douglas County, NE"	"31055"	50	566880	8.8
	"Lancaster County, NE"	"31109"	32	317272	10.1
	"Sarpy County, NE"	"31153"	19	184459	Unreliable
	"Churchill County, NV"	"32001"	10	24440	Unreliable
	"Clark County, NV"	"32003"	570	2231647	25.5
	"Elko County, NV"	"32007"	10	52460	Unreliable
	"Lyon County, NV"	"32019"	19	55808	Unreliable
	"Nye County, NV"	"32023"	24	45346	52.9
	"Washoe County, NV"	"32031"	123	465735	26.4
	"Carson City, NV"	"32510"	18	55414	Unreliable
	"Belknap County, NH"	"33001"	31	61022	50.8
	"Carroll County, NH"	"33003"	13	48779	Unreliable
	"Cheshire County, NH"	"33005"	33	76493	43.1
	"Grafton County, NH"	"33009"	14	89786	Unreliable
	"Hillsborough County, NH"	"33011"	161	415247	38.8
	"Merrimack County, NH"	"33013"	54	151132	35.7
	"Rockingham County, NH"	"33015"	94	309176	30.4
	"Strafford County, NH"	"33017"	52	130090	40.0
	"Atlantic County, NJ"	"34001"	155	265429	58.4
	"Bergen County, NJ"	"34003"	159	936692	17.0
	"Burlington County, NJ"	"34005"	188	445384	42.2
	"Camden County, NJ"	"34007"	298	507078	58.8
	"Cape May County, NJ"	"34009"	51	92560	55.1
	"Cumberland County, NJ"	"34011"	107	150972	70.9
	"Essex County, NJ"	"34013"	299	799767	37.4
	"Gloucester County, NJ"	"34015"	161	291408	55.2
	"Hudson County, NJ"	"34017"	165	676061	24.4
	"Hunterdon County, NJ"	"34019"	18	124714	Unreliable
	"Mercer County, NJ"	"34021"	138	369811	37.3
	"Middlesex County, NJ"	"34023"	200	829685	24.1
	"Monmouth County, NJ"	"34025"	228	621354	36.7
	"Morris County, NJ"	"34027"	95	494228	19.2
	"Ocean County, NJ"	"34029"	249	601651	41.4
	"Passaic County, NJ"	"34031"	149	503310	29.6
	"Salem County, NJ"	"34033"	45	62607	71.9
	"Somerset County, NJ"	"34035"	52	331164	15.7
	"Sussex County, NJ"	"34037"	43	140799	30.5
	"Union County, NJ"	"34039"	150	558067	26.9
	"Warren County, NJ"	"34041"	40	105779	37.8
	"Bernalillo County, NM"	"35001"	215	678701	31.7
