HEROIN ABUSE OR DEPENDENCE - PAST YEAR,PAIN RELIEVER ABUSE OR DEPENDENCE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No/Unknown,0.9932203709312257,0.0003880328670529908,0.9923983662368994,0.9939540294576038,1.0,0.0,N/A,N/A,0.9932203709312257,0.0003880328670529908,0.9923983662368994,0.9939540294576038,248121435.09154385,54444,2645868.716773596
1 - Yes,0 - No/Unknown,0.0007747420346157544,0.00016598847456436713,0.000504669765139211,0.0011891705842326339,0.0007800303510583156,0.0001671484825732282,0.0005080792067907038,0.0011973699002659774,0.6634070997896375,0.08951395747931579,0.46920186648658113,0.8146296641617317,193542.25011955,58,41206.0012643382
Overall,1 - Yes,0.006779629068774789,0.00038803286705299197,0.006045970542396745,0.0076016337631011,1.0,0.0,N/A,N/A,0.006779629068774789,0.00038803286705299197,0.006045970542396745,0.0076016337631011,1693653.6373650632,666,94041.59273148372
0 - No/Unknown,Overall,0.9988321770525802,0.0001989729465693602,0.9983580665556303,0.999169501386269,0.9988321770525802,0.0001989729465693602,0.9983580665556303,0.999169501386269,1.0,0.0,N/A,N/A,249523348.93567944,55018,2644148.856955998
0 - No/Unknown,1 - Yes,0.006386548155970443,0.00037975121517578236,0.005670120006716526,0.007192843252339513,0.9420202921403511,0.018088724008145814,0.8933535809649101,0.9692431829199953,0.006394015233686494,0.00038024464112127,0.00567666131541101,0.0072013638973462855,1595456.094255205,632,92498.20382983246
1 - Yes,1 - Yes,0.0003930809128043454,0.0001257735574533494,0.00020724820772420437,0.000745419505469044,0.057979707859648844,0.01808872400814581,0.030756817080004654,0.10664641903508978,0.3365929002103629,0.08951395747931577,0.18537033583826878,0.5307981335134191,98197.543109858,34,31344.760385191235
1 - Yes,Overall,0.0011678229474200992,0.00019897294656936074,0.0008304986137312458,0.0016419334443699496,0.0011678229474200992,0.00019897294656936074,0.0008304986137312458,0.0016419334443699496,1.0,0.0,N/A,N/A,291739.79322940786,92,49236.392614723656
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,249815088.72890878,55110,2637688.234797208
0 - No/Unknown,0 - No/Unknown,0.99244562889661,0.0004352154626525593,0.9915233685335778,0.9932682282768303,0.9992199696489418,0.00016714848257322806,0.9988026300997341,0.9994919207932094,0.9936059847663139,0.0003802446411212692,0.9927986361026541,0.9943233386845893,247927892.84142432,54386,2650504.071462032
