HEROIN ABUSE OR DEPENDENCE - PAST YEAR,PAIN RELIEVER ABUSE OR DEPENDENCE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No/Unknown,0.9929254751508488,0.0004188223355474669,0.9920364976408428,0.9937158434231053,1.0,0.0,N/A,N/A,0.9929254751508488,0.0004188223355474669,0.9920364976408428,0.9937158434231053,250034057.5977019,54566,2759728.004866369
1 - Yes,0 - No/Unknown,0.0010805327738486734,0.0002686023258485252,0.0006571123045974631,0.0017763058049473526,0.001088231494598842,0.00027052979009739163,0.0006617769835876182,0.001789004823610789,0.6605669695444637,0.07704503578320668,0.4946219543436057,0.79464523052198,272094.93620016007,53,67810.1846391482
Overall,1 - Yes,0.0070745248491499236,0.00041882233554746325,0.006284156576893536,0.00796350235915595,1.0,0.0,N/A,N/A,0.0070745248491499236,0.00041882233554746325,0.006284156576893536,0.00796350235915595,1781475.244494046,668,102015.33223602384
0 - No/Unknown,Overall,0.9983642343264693,0.0002755667352861889,0.9977090108152747,0.9988322830663474,0.9983642343264693,0.0002755667352861889,0.9977090108152747,0.9988322830663474,1.0,0.0,N/A,N/A,251403621.63751113,55122,2740586.753735548
0 - No/Unknown,1 - Yes,0.006519291949468443,0.0004021945006484328,0.005762166141224169,0.0073751631320598384,0.9215165807569116,0.015325911461794905,0.8848575216485837,0.9472005684239544,0.006529973455896666,0.0004029906900057736,0.005771363905418461,0.0073875565465733,1641658.9760092364,609,97363.22745607886
1 - Yes,1 - Yes,0.0005552328996814815,0.00011290285412819113,0.00036966615783812234,0.0008338735945493386,0.07848341924308859,0.015325911461794905,0.052799431576045726,0.11514247835141647,0.33943303045553586,0.07704503578320665,0.20535476947801964,0.5053780456563939,139816.26848480996,59,28606.960754421998
1 - Yes,Overall,0.0016357656735301557,0.0002755667352861894,0.0011677169336520158,0.0022909891847247375,0.0016357656735301557,0.0002755667352861894,0.0011677169336520158,0.0022909891847247375,1.0,0.0,N/A,N/A,411911.2046849702,112,69857.88969389573
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,251815532.84219626,55234,2749174.4935733895
0 - No/Unknown,0 - No/Unknown,0.9918449423770003,0.0005040630582020271,0.9907722895652153,0.9927938141579794,0.9989117685054012,0.00027052979009739174,0.9982109951763892,0.9993382230164124,0.9934700265441028,0.0004029906900057756,0.9926124434534261,0.994228636094581,249761962.66150177,54513,2755255.4748821626
