HEROIN ABUSE OR DEPENDENCE - PAST YEAR,PAIN RELIEVER ABUSE OR DEPENDENCE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No/Unknown,0.9926266896973286,0.0006917155979393412,0.991105952000776,0.9938890092048301,1.0,0.0,N/A,N/A,0.9926266896973286,0.0006917155979393412,0.991105952000776,0.9938890092048301,260456760.93636262,54635,2638994.715440025
1 - Yes,0 - No/Unknown,0.0007479805319527613,0.0001314610068445394,0.000526248826739578,0.0010630381599343475,0.0007535365910630867,0.0001326306177464149,0.0005298859248186529,0.001071483019060953,0.3805525737457896,0.05212504851547522,0.2830244060000522,0.4887773045344585,196263.69975532,82,34495.48586564244
Overall,1 - Yes,0.007373310302669157,0.0006917155979393359,0.006110990795167662,0.008894047999221834,1.0,0.0,N/A,N/A,0.007373310302669157,0.0006917155979393359,0.006110990795167662,0.008894047999221834,1934693.615177219,525,177802.28070570773
0 - No/Unknown,Overall,0.9980344883110615,0.00026004697870989703,0.9974391825862168,0.9984916143372792,0.9980344883110615,0.00026004697870989703,0.9974391825862168,0.9984916143372792,1.0,0.0,N/A,N/A,261875721.0805418,54999,2610048.796716046
0 - No/Unknown,1 - Yes,0.006155779145683993,0.0005996475811284529,0.0050653726878267386,0.007479149382643746,0.8348731971114228,0.022665297052998953,0.784434948724184,0.8753846310365665,0.006167902229612526,0.000601526548015692,0.005074197159264845,0.007495571192675378,1615223.8439340617,446,154148.47325270492
1 - Yes,1 - Yes,0.0012175311569851636,0.0002033251481017619,0.0008717248791435902,0.0017002825698056985,0.16512680288857695,0.022665297052998953,0.12461536896343331,0.21556505127581585,0.6194474262542101,0.05212504851547522,0.5112226954655412,0.7169755939999476,319469.771243157,79,53138.27964557639
1 - Yes,Overall,0.0019655116889379255,0.00026004697870989643,0.0015083856627202748,0.0025608174137826114,0.0019655116889379255,0.00026004697870989643,0.0015083856627202748,0.0025608174137826114,1.0,0.0,N/A,N/A,515733.47099847713,161,67967.54339791053
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,262391454.55154043,55160,2608185.997936554
0 - No/Unknown,0 - No/Unknown,0.9918787091653759,0.0007498817438936001,0.9902327142901842,0.9932492100195212,0.999246463408937,0.00013263061774641488,0.9989285169809391,0.9994701140751814,0.9938320977703858,0.0006015265480156961,0.992504428807323,0.9949258028407335,260260497.2366073,54553,2639077.43404214
