RC-HEROIN DEPENDENCE OR ABUSE - PAST YEAR,RC-PAIN RELIEVER DEPENDENCE OR ABUSE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No,0.9930650890542526,0.00048270388916385384,0.9920250746895648,0.99397029895341,1.0,0.0,N/A,N/A,0.9930650890542526,0.00048270388916385384,0.9920250746895648,0.99397029895341,267561661.2001345,56448,2288548.945577721
0 - No/Unknown,1 - Yes,0.005973595575996452,0.0004764748986910753,0.005088922544607167,0.007010978966417108,0.8613802863121496,0.019944957005898226,0.8162729708784354,0.8968131255182769,0.005987775655844293,0.0004776458585532724,0.005100933356677649,0.007027714192244888,1609466.6636338348,377,128579.73797188814
0 - No/Unknown,0 - No,0.991658232892059,0.0005276890860640678,0.9905287299541392,0.9926540351270381,0.9985833192831969,0.00020068286249202568,0.9981171624555507,0.9989341872755052,0.9940122243441556,0.0004776458585532723,0.992972285807755,0.9948990666433223,267182611.75415644,56348,2291345.181733881
Overall,1 - Yes,0.006934910945746583,0.0004827038891638537,0.006029701046589119,0.007974925310434358,1.0,0.0,N/A,N/A,0.006934910945746583,0.0004827038891638537,0.006029701046589119,0.007974925310434358,1868473.9936694945,449,130470.18314840586
1 - Yes,Overall,0.00236817153194333,0.0002129851288097713,0.0019767198144260783,0.002836922455335792,0.00236817153194333,0.0002129851288097713,0.0019767198144260783,0.002836922455335792,1.0,0.0,N/A,N/A,638056.7760136098,172,57174.156916104126
1 - Yes,0 - No,0.0014068561621931978,0.00019926955308336203,0.0010584544320443783,0.0018697234445239205,0.0014166807168027827,0.00020068286249202549,0.0010658127244944726,0.0018828375444489417,0.5940685221558789,0.05317439216255751,0.48448454610264363,0.6950216792849578,379049.4459779498,100,53465.43574056866
0 - No/Unknown,Overall,0.9976318284680555,0.00021298512880977218,0.997163077544663,0.9980232801855728,0.9976318284680555,0.00021298512880977218,0.997163077544663,0.9980232801855728,1.0,0.0,N/A,N/A,268792078.4177903,56725,2296423.3361378107
1 - Yes,1 - Yes,0.0009613153697501326,0.00013406699975336756,0.0007264359491849214,0.0012720419655613661,0.1386197136878506,0.019944957005898226,0.10318687448172333,0.1837270291215647,0.40593147784412126,0.053174392162557524,0.3049783207150423,0.5155154538973565,259007.3300356601,72,36212.91570686826
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,269430135.1938042,56897,2296213.6306396737
