RC-HEROIN DEPENDENCE OR ABUSE - PAST YEAR,RC-PAIN RELIEVER DEPENDENCE OR ABUSE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No,0.9937938067315176,0.0005573356712149193,0.9925678536463136,0.994818591119311,1.0,0.0,N/A,N/A,0.9937938067315176,0.0005573356712149193,0.9925678536463136,0.994818591119311,272054078.27802163,55942,1838960.387903601
1 - Yes,0 - No,0.0012621022100046586,0.00030221045866011956,0.0007801288578653834,0.002041236427110415,0.0012699839760076377,0.0003041364388583912,0.0007849520513808898,0.0020541072233363536,0.6187334806627863,0.08700399581504588,0.4361977359501603,0.7729352127949588,345504.320020615,77,82923.7104268443
Overall,1 - Yes,0.0062061932684796,0.0005573356712149166,0.005181408880686259,0.007432146353683682,1.0,0.0,N/A,N/A,0.0062061932684796,0.0005573356712149166,0.005181408880686259,0.007432146353683682,1698964.2900115417,371,151557.96821838018
0 - No/Unknown,Overall,0.9979601843936854,0.00034826726774232,0.9971261431889009,0.9985525242977394,0.9979601843936854,0.00034826726774232,0.9971261431889009,0.9985525242977394,1.0,0.0,N/A,N/A,273194636.83952755,56187,1817342.8310420972
0 - No/Unknown,1 - Yes,0.005428479872170702,0.0004562479964651194,0.004584916890906874,0.006426245110707757,0.874687531846809,0.026859053847800858,0.8101325463029212,0.9194754361470437,0.005439575603378201,0.0004577242224096384,0.004593364717149375,0.006440670683650315,1486062.8815260616,322,123724.52504739445
1 - Yes,1 - Yes,0.0007777133963088978,0.0002021625665882271,0.00046134850343043275,0.001310737705400098,0.12531246815319091,0.026859053847800858,0.08052456385295621,0.1898674536970788,0.3812665193372137,0.08700399581504588,0.22706478720504125,0.5638022640498398,212901.40848547994,49,55371.38404536036
1 - Yes,Overall,0.002039815606313556,0.0003482672677423204,0.0014474757022595833,0.0028738568110981575,0.002039815606313556,0.0003482672677423204,0.0014474757022595833,0.0028738568110981575,1.0,0.0,N/A,N/A,558405.7285060949,126,95653.05538906102
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,273753042.56803393,56313,1824763.6134122706
0 - No/Unknown,0 - No,0.992531704521515,0.0006479665452138575,0.9911110149084418,0.9937267684006899,0.9987300160239944,0.00030413643885839184,0.9979458927766653,0.9992150479486209,0.9945604243966221,0.00045772422240963786,0.9935593293163499,0.9954066352828509,271708573.95800155,55865,1833192.7695701313
