"Notes"	"Census Division"	"Census Division Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	215832	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	850791	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	2115462	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"15-24 years"	"15-24"	107	1993028	5.4
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"25-34 years"	"25-34"	263	2359198	11.1
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"35-44 years"	"35-44"	193	2068267	9.3
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"45-54 years"	"45-54"	169	1864292	9.1
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"55-64 years"	"55-64"	157	1606469	9.8
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"65-74 years"	"65-74"	37	979767	3.8
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	430479	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	178147	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"	"2017"	"2017"			932	14661732	6.4
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Central Metro"	"1"					8531	147507683	5.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	79686	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	315624	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	816674	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"15-24 years"	"15-24"	48	763444	6.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"25-34 years"	"25-34"	73	714753	10.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"35-44 years"	"35-44"	81	818858	9.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"45-54 years"	"45-54"	78	820280	9.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"55-64 years"	"55-64"	37	577532	6.4
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	309284	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	172657	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	58076	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2007"	"2007"			326	5446868	6.0
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	82118	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	326576	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	841408	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"15-24 years"	"15-24"	46	776547	5.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"25-34 years"	"25-34"	57	738084	7.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"35-44 years"	"35-44"	79	827736	9.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"45-54 years"	"45-54"	83	845150	9.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"55-64 years"	"55-64"	32	606882	5.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	329005	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	176671	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	60441	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2008"	"2008"			310	5610618	5.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	80916	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	333886	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	864558	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"15-24 years"	"15-24"	41	787711	5.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"25-34 years"	"25-34"	71	756423	9.4
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"35-44 years"	"35-44"	82	830292	9.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"45-54 years"	"45-54"	100	865410	11.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"55-64 years"	"55-64"	31	637886	4.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"65-74 years"	"65-74"	Suppressed	349245	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"75-84 years"	"75-84"	Suppressed	180064	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"85+ years"	"85+"	Suppressed	63376	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2009"	"2009"			337	5749767	5.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	78903	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	336718	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	880678	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"15-24 years"	"15-24"	55	794133	6.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"25-34 years"	"25-34"	72	769114	9.4
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"35-44 years"	"35-44"	66	834681	7.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"45-54 years"	"45-54"	92	875672	10.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"55-64 years"	"55-64"	48	663158	7.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	363514	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	183745	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	65392	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2010"	"2010"			340	5845708	5.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	79112	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	338003	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	895416	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"15-24 years"	"15-24"	46	813071	5.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"25-34 years"	"25-34"	78	789034	9.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"35-44 years"	"35-44"	68	841982	8.1
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"45-54 years"	"45-54"	89	882901	10.1
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"55-64 years"	"55-64"	44	702849	6.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	385938	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	191134	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	70308	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2011"	"2011"			335	5989748	5.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	77639	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	333780	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	907552	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"15-24 years"	"15-24"	55	833326	6.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"25-34 years"	"25-34"	84	802757	10.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"35-44 years"	"35-44"	75	853722	8.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"45-54 years"	"45-54"	95	883053	10.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"55-64 years"	"55-64"	50	721803	6.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	420145	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	197539	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	74041	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2012"	"2012"			373	6105357	6.1
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	77824	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	333014	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	925764	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"15-24 years"	"15-24"	49	855319	5.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"25-34 years"	"25-34"	92	819700	11.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"35-44 years"	"35-44"	79	864745	9.1
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"45-54 years"	"45-54"	84	883145	9.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"55-64 years"	"55-64"	56	744496	7.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"65-74 years"	"65-74"	11	450935	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	205796	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	78307	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2013"	"2013"			373	6239045	6.0
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	80035	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	333971	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	942137	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"15-24 years"	"15-24"	28	877571	3.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"25-34 years"	"25-34"	93	845983	11.0
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"35-44 years"	"35-44"	82	884101	9.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"45-54 years"	"45-54"	95	892003	10.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"55-64 years"	"55-64"	64	771633	8.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"65-74 years"	"65-74"	12	481590	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	215321	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	82125	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2014"	"2014"			377	6406470	5.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	83620	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	338344	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	960638	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"15-24 years"	"15-24"	35	898926	3.9
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"25-34 years"	"25-34"	111	871287	12.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"35-44 years"	"35-44"	97	906129	10.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"45-54 years"	"45-54"	102	904059	11.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"55-64 years"	"55-64"	82	800704	10.2
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"65-74 years"	"65-74"	10	511109	Unreliable
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	225187	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	86148	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2015"	"2015"			441	6586151	6.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	85841	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	357733	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	970840	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"15-24 years"	"15-24"	58	909984	6.4
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"25-34 years"	"25-34"	110	896263	12.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"35-44 years"	"35-44"	95	925121	10.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"45-54 years"	"45-54"	97	916946	10.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"55-64 years"	"55-64"	72	827596	8.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"65-74 years"	"65-74"	25	540759	4.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	238039	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	90177	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2016"	"2016"			462	6759299	6.8
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	87247	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	367595	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	990456	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"15-24 years"	"15-24"	51	924422	5.5
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"25-34 years"	"25-34"	150	920685	16.3
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"35-44 years"	"35-44"	140	953930	14.7
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"45-54 years"	"45-54"	115	929981	12.4
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"55-64 years"	"55-64"	85	851860	10.0
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"65-74 years"	"65-74"	20	562428	3.6
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	248479	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	91324	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"	"2017"	"2017"			567	6928407	8.2
"Total"	"Division 7: West South Central"	"CENS-D7"	"Large Fringe Metro"	"2"					4241	67667438	6.3
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	130401	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	501032	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	1203812	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"15-24 years"	"15-24"	76	1252960	6.1
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"25-34 years"	"25-34"	127	1097511	11.6
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"35-44 years"	"35-44"	110	1060972	10.4
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"45-54 years"	"45-54"	112	1068235	10.5
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"55-64 years"	"55-64"	34	784455	4.3
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	482495	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	305173	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	103898	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2007"	"2007"			468	7990944	5.9
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	131063	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	506110	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	1222071	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"15-24 years"	"15-24"	65	1260289	5.2
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"25-34 years"	"25-34"	91	1119792	8.1
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"35-44 years"	"35-44"	95	1059838	9.0
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"45-54 years"	"45-54"	119	1083693	11.0
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"55-64 years"	"55-64"	43	814309	5.3
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	498793	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	306955	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	107801	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2008"	"2008"			422	8110714	5.2
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	127994	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	510067	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	1246453	Suppressed
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"15-24 years"	"15-24"	65	1267096	5.1
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"25-34 years"	"25-34"	116	1142926	10.1
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"35-44 years"	"35-44"	112	1059476	10.6
	"Division 7: West South Central"	"CENS-D7"	"Medium Metro"	"3"	"2009"	"2009"	"45-54 years"	"45-54"	130	1095932	11.9
