state.name,criminal_cost,health_cost,productivity_cost,death_cost,total_nonfatal_cost,total_cost,total_population,criminal_cost_pc,health_cost_pc,productivity_cost_pc,death_cost_pc,per_capita_nf_cost,per_capita_total_cost,region
alabama,107041516.32751364,175484343.5043031,327251213.9642552,5037816961.658822,609777073.796072,5647594035.454894,4850771,22.06690778177606,36.17658790825275,67.46375245589932,1038.5600478065903,125.70724814592815,1164.2672959525185,alabama
alaska,37308078.361329325,143464395.1853934,65990028.8288748,1015593447.3638469,246762502.3755975,1262355949.7394445,730436,51.07645072440204,196.40926129790068,90.34334127681932,1390.3934737113818,337.82905329912205,1728.2225270105039,alaska
arizona,183791202.37978864,1008622313.7789868,437249152.6674039,13632188059.761229,1629662668.8261793,15261850728.587408,6809946,26.98864313752101,148.11017793371443,64.20743316722393,2001.805603122437,239.30625423845933,2241.1118573608965,arizona
arkansas,72507930.41134839,213840575.2332984,194564612.15312988,2692053451.59855,480913117.79777664,3172966569.3963265,2977944,24.34831897824418,71.80812508002111,65.33521522000746,903.9973389689496,161.49165927827275,1065.4889982472225,arkansas
california,1270226369.5013754,5783847677.57703,2742363107.1400647,28893959908.06284,9796437154.21847,38690397062.28131,38982847,32.584238126614395,148.36904235283356,70.34794321564212,741.1967604126718,251.30122369509004,992.4979841077618,california
colorado,158565742.7688778,628584562.6455604,503965426.76201004,7338550510.429548,1291115732.1764483,8629666242.605997,5436519,29.166778000569447,115.62261856264283,92.70002123822432,1349.862018403605,237.48941780143662,1587.3514362050416,colorado
connecticut,104928406.61360632,175484343.5043031,311568798.54643047,12149497451.200775,591981548.6643399,12741478999.865114,3594478,29.191556218623766,48.820536251523336,86.67984573738676,3380.045016606243,164.69193820753387,3544.7369548137767,connecticut
delaware,39305544.47072293,175484343.5043031,81641064.18263046,4657591038.047716,296430952.1576565,4954021990.205373,943732,41.649053407877375,185.94722177938556,86.508737843615,4935.289931938004,314.10501303087796,5249.394944968882,delaware
district of columbia,27349260.778966762,175484343.5043031,58827818.03848395,1913829807.699788,261661422.3217538,2175491230.021542,672391,40.67463838594919,260.98556272214097,87.49048996563599,2846.304914402168,389.15069107372614,3235.455605475894,district of columbia
florida,559715713.0705386,2599624668.6117716,1281830996.2141087,41895411903.6702,4441171377.896419,46336583281.56661,20278447,27.601507801388273,128.19643775540462,63.211497222351824,2066.0069236894815,219.0094427791447,2285.016366468626,florida
georgia,216524426.0619277,464242274.3149068,681295621.4032608,11275261318.725708,1362062321.7800953,12637323640.505804,10201635,21.224482748297476,45.506654013293634,66.7829834534622,1105.240612776845,133.5141202150533,1238.7547329918982,georgia
hawaii,24452066.872547626,157297116.8565843,83319155.0922611,648161729.9676514,265068338.82139304,913230068.7890444,1421658,17.199682956482942,110.64342961287758,58.6070314324972,455.91958823264906,186.45014400185772,642.3697322345067,hawaii
idaho,46989264.04187208,175484343.50430307,126673717.3459708,1544297440.1665902,349147324.89214593,1893444765.058736,1657375,28.351618699372246,105.88089207590501,76.4303294945144,931.7730991275904,210.66284026979164,1142.435939397382,idaho
illinois,299591724.6580834,1468248631.2538805,884659728.9030052,27609434087.491116,2652500084.814969,30261934172.306084,12854526,23.306322197962288,114.2203634154912,68.82087514568839,2147.8375855703366,206.34756075914189,2354.1851463294784,illinois
indiana,132729383.1176621,688988884.0280814,489732759.7486276,14804351241.4332,1311451026.894371,16115802268.327572,6614418,20.06667602768106,104.16470262811957,74.04018913661453,2238.1940847151177,198.27156779241514,2436.465652507533,indiana
iowa,65363444.00133718,182020948.82672384,221023537.4346503,1847037601.8925686,468407930.2627113,2315445532.15528,3118102,20.962574027833977,58.375559499568595,70.88399848197727,592.3595834557589,150.22213200937983,742.5817154651388,iowa
kansas,65021544.867456004,175484343.5043031,197871471.09319732,1962412980.7851634,438377359.4649564,2400790340.2501197,2903820,22.391727058652396,60.432238742175166,68.1417825805998,675.8039343985382,150.96574838142737,826.7696827799656,kansas
kentucky,109130149.18253751,602937346.3626311,327127846.4192166,13281685579.772156,1039195341.9643853,14320880921.736542,4424376,24.665658882187568,136.276244686851,73.9376233889743,3001.9341890861347,234.8795269580129,3236.8137160441474,kentucky
louisiana,144070220.8862587,394033166.1949625,281090322.47134423,6040052877.838665,819193709.5525655,6859246587.391231,4663461,30.89341175711745,84.49371962046268,60.27504518025223,1295.1867460323276,175.66217655783237,1470.84892259016,louisiana
maine,32660082.95031951,179245211.3723459,109077946.29976824,3849876227.690988,320983240.62243366,4170859468.3134217,1330158,24.55353645981869,134.75482715011742,82.00375165940305,2894.299946089854,241.3121152693392,3135.6120613591934,maine
maryland,196955937.30357063,1090925194.421311,548750038.7156475,26246435707.478397,1836631170.440529,28083066877.918926,5996079,32.847455362674616,181.9397633722489,91.51814689493709,4377.266494900818,306.30536562986066,4683.571860530677,maryland
massachusetts,198486637.31103203,1162298728.8862402,693684051.3098673,26319228229.783974,2054469417.5071397,28373697647.291115,6789319,29.235132022966077,171.1951859805439,102.17284698360281,3876.563795247207,302.6031649871128,4179.16696023432,massachusetts
michigan,276688485.3070663,1210190136.1278415,751621339.639289,25626754058.934944,2238499961.074197,27865254020.00914,9925568,27.876337687381348,121.92653721457971,75.72577606030093,2581.892951510175,225.528650962262,2807.421602472437,michigan
minnesota,128924598.43099605,893121412.1412827,411298157.99028176,4338777800.331339,1433344168.5625606,5772121968.8939,5490726,23.48042834972935,162.65998560869411,74.90779142690452,790.201113719996,261.048205385328,1051.249319105324,minnesota
mississippi,65653375.47700927,189417045.53925055,169824137.0458319,2213628079.547133,424894558.0620917,2638522637.609225,2986220,21.985444969563282,63.430372021904134,56.86926517330669,741.2809771373619,142.2850821647741,883.5660593021361,mississippi
missouri,135049426.82017255,175484343.50430313,408727416.7891215,15052997862.653427,719261187.1135972,15772259049.767025,6075300,22.229260583044876,28.884885273863535,67.27691089972866,2477.737373076791,118.39105675663707,2596.128429833428,missouri
montana,31473123.907405525,175484343.5043031,68051182.39691602,760385157.8985951,275008649.8086246,1035393807.7072197,1029862,30.560525495071694,170.3959787858015,66.07796228709867,738.3369401906227,267.03446656797183,1005.3714067585946,montana
nebraska,43172414.933674835,143385005.683576,124570964.46290658,787697513.8104144,311128385.0801574,1098825898.8905718,1893921,22.795256472511173,75.70801827720163,65.7741080345519,415.9083265935667,164.27738278426472,580.1857093778314,nebraska
nevada,99315045.49686229,312833361.2184188,214507185.48821434,4538432369.192981,626655592.2034954,5165087961.396476,2887725,34.392141044199946,108.33211653409475,74.2824145263882,1571.629005252571,217.00667210468288,1788.6356773572538,nevada
new hampshire,31426700.992565956,175484343.5043031,132108884.10583974,5566187799.944124,339019928.6027088,5905207728.546833,1331848,23.596312036032607,131.76003831090568,99.19216314912794,4179.296586355293,254.54851349606622,4433.845099851359,new hampshire
new jersey,261727190.70706463,1207334774.5636945,825664504.1588523,33252384818.039833,2294726469.429611,35547111287.469444,8960161,29.210099093873943,134.74476346615808,92.148400476158,3711.136978235082,256.10326303619,3967.240241271272,new jersey
new mexico,53389780.25383673,283130370.202537,88244666.99653463,4358628769.445746,424764817.4529084,4783393586.898655,2084828,25.6087218004731,135.8051456535201,42.32707302306695,2090.6418992097892,203.74094047706018,2294.3828396868494,new mexico
new york,709169950.2238028,175484343.50430313,1442485650.601445,38305964617.83289,2327139944.3295507,40633104562.162445,19798228,35.81986985016047,8.863638882444587,72.85933117860068,1934.817834092672,117.54283991120573,2052.3606740038776,new york
north carolina,228186256.19706324,1037227986.4644518,646220850.935464,23442300034.344173,1911635093.5969791,25353935127.941154,10052564,22.69930897202577,103.18044097649633,64.28418172074946,2331.972224632857,190.16393166927156,2522.1361563021287,north carolina
north dakota,19438920.98817832,86434350.3031286,51698392.34357081,474670293.2907251,157571663.63487774,632241956.9256029,745475,26.07588582873781,115.94533727238151,69.34959903896282,636.7353610660654,211.37082214008214,848.1061832061476,north dakota
ohio,335108419.9001516,175484343.5043031,850613578.0321057,43094508671.11992,1361206341.4365604,44455715012.55648,11609756,28.864380948243152,15.115248201969369,73.2671365386237,3711.9219965621946,117.24676568883622,3829.168762251031,ohio
oklahoma,88334337.5331262,266634351.69845077,236365066.21148515,3811525139.087532,591333755.4430621,4402858894.530594,3896251,22.671623961887004,68.43356644591192,60.66474316246185,978.2545167360963,151.76993357026078,1130.024450306357,oklahoma
oregon,139545984.57824326,752886095.4042583,335133311.8601497,4184504353.0700297,1227565391.8426511,5412069744.912681,4025127,34.668715938215925,187.04654422189864,83.26030752822201,1039.5956085534767,304.9755676883366,1344.5711762418132,oregon
pennsylvania,380082391.07230633,1455449378.4737754,963933117.5904279,37488799004.03228,2799464887.13651,40288263891.16879,12790505,29.715980023643034,113.79139279283933,75.3631789824114,2930.986618904592,218.87055179889379,3149.857170703486,pennsylvania
rhode island,32839983.564485643,149559902.5299231,81465302.06857395,3408387924.218714,263865188.1629827,3672253112.3816967,1056138,31.094405811064124,141.61018970051558,77.13509225932023,3227.2183409921,249.83968777089993,3477.0580287629996,rhode island
south carolina,100442382.03127845,349840720.04235554,335402126.54028857,10665978576.836937,785685228.6139226,11451663805.45086,4893444,20.525908139804695,71.49171831584371,68.54111879900711,2179.6465999890747,160.55874525465555,2340.20534524373,south carolina
south dakota,19676147.95829298,175484343.50430313,59164348.28646668,346295822.3083065,254324839.7490628,600620662.0573694,841153,23.39187752798002,208.62357205443377,70.33720177716383,411.69183526457914,302.35265135957764,714.0444866241568,south dakota
